PMID,Entity,Type
41237868,elisa,Evidence
41237868,immunofluorescence,Evidence
41237868,metabolomics,Evidence
41237868,acth,Neurotransmitter
41237868,paroxetine,Pharmacology
41237868,rats,Species
41237868,rat,Species
41237868,dizziness,Symptom
41237868,anxiety,Symptom
41237868,insomnia,Symptom
41237868,il-1β,Target
41237868,il-6,Target
35098831,anxiety,Adverse_event
35098831,il-17,Cytokine
35098831,comorbid anxiety and depression,Disease
35098831,anxiety,Disease
35098831,depression,Disease
35098831,network pharmacology,Evidence
35098831,akt1,Gene
35098831,il6,Gene
35098831,tnf,Gene
35098831,ptgs2,Gene
35098831,anxiety,Symptom
35098831,akt1,Target
35098831,jun,Target
35098831,casp3,Target
35098831,mapk8,Target
35098831,nos3,Target
37925093,depression,Disease
37925093,network pharmacology,Evidence
37925093,liquiritin,Ingredient
37925093,glycyrrhizic acid,Ingredient
37925093,glycyrrhetinic acid,Ingredient
37925093,quercetin,Ingredient
41213440,tnf-α,Cytokine
41213440,depression,Disease
41213440,network pharmacology,Evidence
41213440,elisa,Evidence
41213440,molecular docking,Evidence
41213440,creb,Gene
41213440,tnf,Gene
41213440,saikosaponin a,Ingredient
41213440,quercetin,Ingredient
41213440,rutin,Ingredient
41213440,saikosaponin c,Ingredient
41213440,saikosaponin d,Ingredient
41213440,rats,Species
41213440,rat,Species
41213440,liver qi stagnation,Syndrome
41213440,creb,Target
41213440,relieving depression,Tcm_therapy
40907728,depression,Disease
40907728,network pharmacology,Evidence
40907728,molecular docking,Evidence
40907728,surface plasmon resonance,Evidence
40907728,drd1,Gene
40907728,drd2,Gene
40907728,5-ht,Neurotransmitter
40907728,dopamine,Neurotransmitter
40907728,corticosterone,Neurotransmitter
40907728,fluoxetine,Pharmacology
40907728,pc12 cell,Species
40907728,drd2,Target
40290440,depression,Disease
40290440,qrt-pcr,Evidence
40290440,immunofluorescence,Evidence
40290440,sucrose preference,Experiment_indicator
40290440,tail suspension test,Experiment_indicator
40290440,locomotor activity,Experiment_indicator
40290440,food intake,Experiment_indicator
40290440,baicalin,Ingredient
40290440,corticosterone,Neurotransmitter
40290440,fluoxetine,Pharmacology
40290440,mice,Species
36676679,powder,Administration
36676679,post-stroke depression,Disease
36676679,serotonin,Neurotransmitter
36676679,norepinephrine,Neurotransmitter
36873540,depression,Disease
36873540,proteomics,Evidence
36873540,open field test,Experiment_indicator
36873540,rats,Species
38113631,hippocampus,Brain_region
38113631,depression,Disease
38113631,immunofluorescence,Evidence
38113631,western blot,Evidence
38113631,elisa,Evidence
38113631,creb,Gene
38113631,bdnf,Gene
38113631,berberine,Ingredient
38113631,bdnf,Neurotransmitter
38113631,corticosterone,Neurotransmitter
38113631,mice,Species
38113631,mouse,Species
38113631,creb,Target
38113631,bdnf,Target
37948105,hippocampus,Brain_region
37948105,depression,Disease
37948105,immunofluorescence,Evidence
37948105,qrt-pcr,Evidence
37948105,open field test,Experiment_indicator
37948105,sucrose preference,Experiment_indicator
37948105,bdnf,Gene
37948105,trkb,Gene
37948105,creb,Gene
37948105,electroacupuncture,Intervention
37948105,bdnf,Neurotransmitter
37948105,5-ht,Neurotransmitter
37948105,gaba,Neurotransmitter
37948105,duloxetine,Pharmacology
37948105,rats,Species
37948105,hippocampal neuron,Species
37948105,bdnf,Target
37948105,trkb,Target
37948105,creb,Target
38851983,injection,Administration
38851983,prefrontal cortex,Brain_region
38851983,depression,Disease
38851983,chromatin immunoprecipitation,Evidence
38851983,immunofluorescence,Evidence
38851983,bdnf,Gene
38851983,creb,Gene
38851983,trkb,Gene
38851983,glycyrrhetinic acid,Ingredient
38851983,bdnf,Neurotransmitter
38851983,mice,Species
38851983,bdnf,Target
38851983,jun,Target
38851983,creb,Target
38851983,trkb,Target
40403895,decoction,Administration
40403895,tnf-α,Cytokine
40403895,il-6,Cytokine
40403895,depression,Disease
40403895,network pharmacology,Evidence
40403895,elisa,Evidence
40403895,western blot,Evidence
40403895,sucrose preference,Experiment_indicator
40403895,tail suspension test,Experiment_indicator
40403895,mtor,Gene
40403895,akt1,Gene
40403895,tnf,Gene
40403895,5-ht,Neurotransmitter
40403895,mtor signaling pathway,Pathway
40403895,mice,Species
40403895,mouse,Species
40403895,mtor,Target
40403895,akt1,Target
40403895,il-6,Target
40906192,depression,Disease
40906192,major depressive disorder,Disease
40906192,sert,Gene
40906192,quercetin,Ingredient
40906192,serotonin,Neurotransmitter
38850305,anxiety,Adverse_event
38850305,addiction,Adverse_event
38850305,insomnia,Adverse_event
38850305,il-6,Cytokine
38850305,il-1β,Cytokine
38850305,tnf-α,Cytokine
38850305,anxiety,Disease
38850305,depression,Disease
38850305,bdnf,Gene
38850305,tnf,Gene
38850305,bdnf,Neurotransmitter
38850305,vegf,Neurotransmitter
38850305,anxiety,Symptom
38850305,insomnia,Symptom
38850305,sod1,Target
38850305,nqo1,Target
38850305,bdnf,Target
38850305,il-6,Target
38850305,il-1β,Target
38850305,sirt1,Target
32754030,intraperitoneal injection,Administration
32754030,hippocampus,Brain_region
32754030,il-6,Cytokine
32754030,tnf-α,Cytokine
32754030,il-1β,Cytokine
32754030,depression,Disease
32754030,tail suspension test,Experiment_indicator
32754030,open field test,Experiment_indicator
32754030,bdnf,Gene
32754030,creb,Gene
32754030,tnf,Gene
32754030,corticosterone,Neurotransmitter
32754030,serotonin,Neurotransmitter
32754030,bdnf,Neurotransmitter
32754030,fluoxetine,Pharmacology
32754030,microglia,Species
32754030,mice,Species
32754030,bdnf,Target
32754030,creb,Target
32754030,il-6,Target
32754030,il-1β,Target
40506009,depression,Disease
40506009,creb,Gene
40506009,mtor,Gene
40506009,acupuncture,Intervention
40506009,creb,Target
40506009,mtor,Target
34979889,anxiety,Adverse_event
34979889,diarrhea,Adverse_event
34979889,constipation,Adverse_event
34979889,weight loss,Adverse_event
34979889,depressive disorder,Disease
34979889,depression,Disease
34979889,anxiety,Disease
34979889,bdnf,Gene
34979889,bdnf,Neurotransmitter
34979889,serotonin,Neurotransmitter
34979889,5-ht,Neurotransmitter
34979889,dopamine,Neurotransmitter
34979889,anxiety,Symptom
34979889,diarrhea,Symptom
34979889,constipation,Symptom
34979889,weight loss,Symptom
34979889,bdnf,Target
37944872,hippocampus,Brain_region
37944872,depression,Disease
37944872,sucrose preference,Experiment_indicator
37944872,bdnf,Gene
37944872,trkb,Gene
37944872,creb,Gene
37944872,bdnf,Neurotransmitter
37944872,pc12 cell,Species
37944872,rat,Species
37944872,rats,Species
37944872,bdnf,Target
37944872,trkb,Target
37944872,creb,Target
37612866,anxiety,Adverse_event
37612866,hippocampus,Brain_region
37612866,il-1β,Cytokine
37612866,tnf-α,Cytokine
37612866,depression,Disease
37612866,anxiety,Disease
37612866,systematic review,Evidence
37612866,protocol,Evidence
37612866,bdnf,Gene
37612866,tnf,Gene
37612866,bdnf,Neurotransmitter
37612866,serotonin,Neurotransmitter
37612866,5-ht,Neurotransmitter
37612866,dopamine,Neurotransmitter
37612866,da,Neurotransmitter
37612866,norepinephrine,Neurotransmitter
37612866,ne,Neurotransmitter
37612866,isi,Scale
37612866,anxiety,Symptom
37612866,bdnf,Target
37612866,cat,Target
37612866,il-1β,Target
41242308,weight loss,Adverse_event
41242308,anxiety,Adverse_event
41242308,depression,Disease
41242308,major depressive disorder,Disease
41242308,anxiety,Disease
41242308,elisa,Evidence
41242308,western blot,Evidence
41242308,immunofluorescence,Evidence
41242308,metabolomics,Evidence
41242308,sucrose preference,Experiment_indicator
41242308,elevated plus maze,Experiment_indicator
41242308,shenling kaixin granules,Formula
41242308,creb,Gene
41242308,bdnf,Gene
41242308,tlr4,Gene
41242308,corticosterone,Neurotransmitter
41242308,bdnf,Neurotransmitter
41242308,mice,Species
41242308,mouse,Species
41242308,weight loss,Symptom
41242308,anhedonia,Symptom
41242308,anxiety,Symptom
41242308,creb,Target
41242308,bdnf,Target
41242308,tlr4,Target
39408591,depression,Disease
39408591,network pharmacology,Evidence
39408591,molecular docking,Evidence
39408591,akt1,Gene
39408591,il6,Gene
39408591,tp53,Gene
39408591,il1b,Gene
39408591,baicalin,Ingredient
39408591,mice,Species
39408591,akt1,Target
39408591,tp53,Target
39408591,casp3,Target
38457106,hypothalamus,Brain_region
38457106,depression,Disease
38457106,mood disorder,Disease
38457106,serotonin,Neurotransmitter
38457106,corticosterone,Neurotransmitter
38457106,mice,Species
38457106,microglia,Species
38457106,sadness,Symptom
40881230,hippocampus,Brain_region
40881230,major depressive disorder,Disease
40881230,depression,Disease
40881230,16s rrna sequencing,Evidence
40881230,paeoniflorin,Ingredient
40881230,cortisol,Neurotransmitter
40881230,rats,Species
40881230,anhedonia,Symptom
40769438,decoction,Administration
40769438,fatigue,Adverse_event
40769438,hippocampus,Brain_region
40769438,il-1β,Cytokine
40769438,tnf-α,Cytokine
40769438,depression,Disease
40769438,major depressive disorder,Disease
40769438,grip strength test,Experiment_indicator
40769438,sucrose preference,Experiment_indicator
40769438,tail suspension test,Experiment_indicator
40769438,tnf,Gene
40769438,fluoxetine,Pharmacology
40769438,mouse,Species
40769438,mice,Species
40769438,fatigue,Symptom
40769438,qi deficiency,Syndrome
40769438,il-1β,Target
36604883,hippocampus,Brain_region
36604883,depression,Disease
36604883,wuling capsules,Formula
36604883,salvianolic acid b,Ingredient
36604883,dopamine,Neurotransmitter
36604883,rats,Species
36604883,rat,Species
36604883,liver qi stagnation,Syndrome
36604883,spleen deficiency,Syndrome
36604883,blood stasis,Syndrome
33120798,cancer-related depression,Disease
33120798,mood disorder,Disease
33120798,depression,Disease
33120798,protocol,Evidence
33120798,systematic review,Evidence
33120798,meta-analysis,Evidence
33120798,patient,Species
33120798,qi stagnation,Syndrome
33120798,soothing liver,Tcm_therapy
40134975,depressive disorder,Disease
40134975,depression,Disease
40134975,cohort study,Evidence
40134975,serotonin,Neurotransmitter
40134975,hamd,Scale
40134975,liver qi stagnation,Syndrome
40134975,qi stagnation,Syndrome
25821499,depression,Disease
25821499,yin deficiency,Syndrome
39367470,depression,Disease
39367470,adolescent depression,Disease
39367470,acupuncture,Intervention
40945253,hippocampus,Brain_region
40945253,prefrontal cortex,Brain_region
40945253,adolescent depression,Disease
40945253,depression,Disease
40945253,elisa,Evidence
40945253,immunofluorescence,Evidence
40945253,network pharmacology,Evidence
40945253,molecular docking,Evidence
40945253,cetsa,Evidence
40945253,western blot,Evidence
40945253,forced swim test,Experiment_indicator
40945253,tail suspension test,Experiment_indicator
40945253,sucrose preference,Experiment_indicator
40945253,tlr4,Gene
40945253,nf-κb signaling pathway,Pathway
40945253,fluoxetine,Pharmacology
40945253,mice,Species
40945253,pde4b,Target
40945253,tlr4,Target
40727849,adolescent depression,Disease
40727849,depression,Disease
40727849,protocol,Evidence
40727849,randomized controlled trial,Evidence
40727849,acupuncture,Intervention
40727849,cdrs-r,Scale
40727849,hamd-17,Scale
40727849,hamd,Scale
40727849,psqi,Scale
40727849,c-ssrs,Scale
31259837,postpartum depression,Disease
31259837,depression,Disease
31259837,systematic review,Evidence
31259837,meta-analysis,Evidence
31259837,acupuncture,Intervention
29907576,postpartum depression,Disease
29907576,depression,Disease
29907576,systematic review,Evidence
29907576,meta-analysis,Evidence
29907576,protocol,Evidence
29907576,acupuncture,Intervention
29907576,hamd,Scale
29907576,epds,Scale
41376232,insomnia,Adverse_event
41376232,postpartum depression,Disease
41376232,depression,Disease
41376232,acupuncture,Intervention
41376232,insomnia,Symptom
36867647,postpartum depression,Disease
36867647,qualitative study,Evidence
36867647,acupuncture,Intervention
36867647,patient,Species
39247617,anxiety,Adverse_event
39247617,hippocampus,Brain_region
39247617,il-17,Cytokine
39247617,depression,Disease
39247617,anxiety,Disease
39247617,adolescent depression,Disease
39247617,network pharmacology,Evidence
39247617,molecular docking,Evidence
39247617,il6,Gene
39247617,tnf,Gene
39247617,akt1,Gene
39247617,tp53,Gene
39247617,il1b,Gene
39247617,vegfa,Gene
39247617,ptgs2,Gene
39247617,quercetin,Ingredient
39247617,luteolin,Ingredient
39247617,kaempferol,Ingredient
39247617,formononetin,Ingredient
39247617,nobiletin,Ingredient
39247617,rage signaling pathway,Pathway
39247617,hif-1 signaling pathway,Pathway
39247617,pi3k-akt signaling pathway,Pathway
39247617,tnf signaling pathway,Pathway
39247617,rats,Species
39247617,anxiety,Symptom
39247617,stat3,Target
39247617,akt1,Target
39247617,tp53,Target
39247617,mapk3,Target
39247617,vegfa,Target
39247617,casp3,Target
37015141,late-life depression,Disease
37015141,systematic review,Evidence
37015141,meta-analysis,Evidence
37015141,acupuncture,Intervention
37015141,hamd,Scale
35960108,postpartum depression,Disease
35960108,protocol,Evidence
35960108,acupuncture,Intervention
27774110,postpartum depression,Disease
27774110,systematic review,Evidence
27774110,hamd,Scale
27774110,epds,Scale
27774110,tess,Scale
41074408,adolescent depression,Disease
41074408,depression,Disease
41074408,clinical trial,Evidence
41074408,fmri,Evidence
41074408,acupuncture,Intervention
41074408,manual acupuncture,Intervention
41074408,5-ht,Neurotransmitter
41074408,dopamine,Neurotransmitter
41074408,hamd-24,Scale
31016194,postpartum depression,Disease
31016194,systematic review,Evidence
31016194,meta-analysis,Evidence
31016194,acupuncture,Intervention
31016194,hamd,Scale
31016194,epds,Scale
35910879,postpartum depression,Disease
35910879,acupuncture,Intervention
37068818,anxiety,Adverse_event
37068818,treatment-resistant depression,Disease
37068818,depression,Disease
37068818,anxiety,Disease
37068818,randomized controlled trial,Evidence
37068818,acupuncture,Intervention
37068818,hamd-24,Scale
37068818,hama,Scale
37068818,anxiety,Symptom
37068818,relieving depression,Tcm_therapy
37266323,amygdala,Brain_region
37266323,postpartum depression,Disease
37266323,depression,Disease
37266323,fmri,Evidence
37266323,acupuncture,Intervention
37266323,hamd,Scale
37266323,epds,Scale
40753796,depression,Disease
40753796,treatment-resistant depression,Disease
40753796,acupressure,Intervention
40753796,psychotherapy,Intervention
40753796,patient,Species
35926637,postpartum depression,Disease
35926637,depression,Disease
35926637,systematic review,Evidence
35926637,paroxetine,Pharmacology
35926637,hamd,Scale
35926637,epds,Scale
29454341,oral administration,Administration
29454341,depression,Disease
29454341,post-stroke depression,Disease
29454341,postpartum depression,Disease
29454341,systematic review,Evidence
29454341,meta-analysis,Evidence
29454341,fluoxetine,Pharmacology
40469980,anxiety,Adverse_event
40469980,adolescent depression,Disease
40469980,depression,Disease
40469980,anxiety,Disease
40469980,sinisan,Formula
40469980,chinese herbal formula,Intervention
40469980,rats,Species
40469980,anxiety,Symptom
40778325,adolescent depression,Disease
40778325,depression,Disease
40778325,protocol,Evidence
40778325,systematic review,Evidence
40778325,bayesian network meta-analysis,Evidence
40778325,network meta-analysis,Evidence
40778325,acupuncture,Intervention
39323936,anxiety,Adverse_event
39323936,postpartum depression,Disease
39323936,depression,Disease
39323936,anxiety,Disease
39323936,systematic review,Evidence
39323936,network meta-analysis,Evidence
39323936,acupuncture,Intervention
39323936,psychotherapy,Intervention
39323936,cognitive behavioral therapy,Intervention
39323936,anxiety,Symptom
15010661,postpartum depression,Disease
15010661,aromatherapy,Intervention
15010661,acupuncture,Intervention
29540339,postpartum depression,Disease
29540339,depression,Disease
29540339,case series,Evidence
29540339,acupuncture,Intervention
29540339,hamd,Scale
29540339,patient,Species
38449668,hippocampus,Brain_region
38449668,postpartum depression,Disease
38449668,depression,Disease
38449668,dopamine,Neurotransmitter
38449668,norepinephrine,Neurotransmitter
38449668,adrenocorticotropic hormone,Neurotransmitter
38449668,corticosterone,Neurotransmitter
38449668,fluoxetine,Pharmacology
38449668,rat,Species
38449668,rats,Species
38915473,decoction,Administration
38915473,depression,Disease
38915473,erxian decoction,Formula
40195969,powder,Administration
40195969,pill,Administration
40195969,postpartum depression,Disease
40195969,depression,Disease
40195969,meta-analysis,Evidence
40195969,chinese herbal formula,Intervention
39319351,capsule,Administration
39319351,depression,Disease
39319351,postpartum depression,Disease
39319351,randomized controlled trial,Evidence
32765632,postpartum depression,Disease
32765632,cross-sectional study,Evidence
34369698,postpartum depression,Disease
34369698,depression,Disease
34369698,acupuncture,Intervention
34369698,psychotherapy,Intervention
34369698,hamd,Scale
38726147,hippocampus,Brain_region
38726147,tnf-α,Cytokine
38726147,il-6,Cytokine
38726147,il-1β,Cytokine
38726147,postpartum depression,Disease
38726147,sucrose preference,Experiment_indicator
38726147,shenqi jieyu formula,Formula
38726147,tnf,Gene
38726147,5-ht,Neurotransmitter
38726147,paroxetine,Pharmacology
38726147,rats,Species
38726147,rat,Species
38726147,cox-2,Target
38726147,il-6,Target
38726147,il-1β,Target
36951085,gv20,Acupoint
36951085,sp6,Acupoint
36951085,lr3,Acupoint
36951085,pc6,Acupoint
36951085,st36,Acupoint
36951085,ht7,Acupoint
36951085,bl15,Acupoint
36951085,bl18,Acupoint
36951085,bl20,Acupoint
36951085,cv4,Acupoint
36951085,li4,Acupoint
36951085,cv6,Acupoint
36951085,ex-hn1,Acupoint
36951085,acupoint injection,Administration
36951085,postpartum depression,Disease
36951085,depression,Disease
36951085,data mining,Evidence
36951085,acupuncture,Intervention
36951085,moxibustion,Intervention
36951085,electroacupuncture,Intervention
36951085,acupoint application,Intervention
36951085,acupoint injection,Intervention
36951085,regulating qi,Tcm_therapy
35089211,anxiety,Adverse_event
35089211,postpartum depression,Disease
35089211,anxiety,Disease
35089211,depression,Disease
35089211,protocol,Evidence
35089211,systematic review,Evidence
35089211,meta-analysis,Evidence
35089211,acupuncture,Intervention
35089211,patient,Species
35089211,anxiety,Symptom
41409594,postpartum depression,Disease
41409594,patient,Species
38026979,anxiety,Adverse_event
38026979,nucleus accumbens,Brain_region
38026979,depression,Disease
38026979,adolescent depression,Disease
38026979,anxiety,Disease
38026979,western blot,Evidence
38026979,sucrose preference,Experiment_indicator
38026979,tail suspension test,Experiment_indicator
38026979,open field test,Experiment_indicator
38026979,elevated plus maze,Experiment_indicator
38026979,mice,Species
38026979,anxiety,Symptom
38026979,rac1,Target
36316904,decoction,Administration
36316904,postpartum depression,Disease
36316904,network pharmacology,Evidence
36316904,molecular docking,Evidence
36316904,data mining,Evidence
36316904,baihe zhimu decoction,Formula
36316904,maoa,Gene
36316904,vegfa,Gene
36316904,mtor,Gene
36316904,esr1,Target
36316904,maoa,Target
36316904,nr3c1,Target
36316904,vegfa,Target
36316904,mtor,Target
35244051,postpartum depression,Disease
35244051,protocol,Evidence
35244051,systematic review,Evidence
35244051,network meta-analysis,Evidence
35244051,bayesian network meta-analysis,Evidence
35244051,meta-analysis,Evidence
34490139,syrup,Administration
34490139,hippocampus,Brain_region
34490139,postpartum depression,Disease
34490139,919 syrup,Formula
34490139,gaba,Neurotransmitter
34490139,glutamate,Neurotransmitter
34490139,mice,Species
36126781,inhalation,Administration
36126781,anxiety,Adverse_event
36126781,hippocampus,Brain_region
36126781,depression,Disease
36126781,anxiety,Disease
36126781,network pharmacology,Evidence
36126781,western blot,Evidence
36126781,open field test,Experiment_indicator
36126781,sucrose preference,Experiment_indicator
36126781,tail suspension test,Experiment_indicator
36126781,bdnf,Gene
36126781,erk1,Gene
36126781,bdnf,Neurotransmitter
36126781,dopamine,Neurotransmitter
36126781,da,Neurotransmitter
36126781,serotonin,Neurotransmitter
36126781,5-ht,Neurotransmitter
36126781,gaba,Neurotransmitter
36126781,calcium signaling pathway,Pathway
36126781,camp signaling pathway,Pathway
36126781,fluoxetine,Pharmacology
36126781,mice,Species
36126781,anxiety,Symptom
36126781,creb1,Target
36126781,bdnf,Target
36126781,raf1,Target
36126781,erk1/2,Target
39241390,Glycyrrhizae radix,Herb
39241390,Astragali radix,Herb
39241390,anxiety,Adverse_event
39241390,hippocampus,Brain_region
39241390,depression,Disease
39241390,anxiety,Disease
39241390,network pharmacology,Evidence
39241390,molecular docking,Evidence
39241390,slc6a4,Gene
39241390,slc6a3,Gene
39241390,drd1,Gene
39241390,drd2,Gene
39241390,5-ht,Neurotransmitter
39241390,gaba,Neurotransmitter
39241390,dopamine,Neurotransmitter
39241390,da,Neurotransmitter
39241390,pc12 cell,Species
39241390,mice,Species
39241390,mouse,Species
39241390,anxiety,Symptom
39241390,slc6a3,Target
39241390,htr1a,Target
39241390,drd2,Target
39241390,gabra1,Target
38296172,depressive disorder,Disease
38296172,depression,Disease
38296172,molecular docking,Evidence
38296172,creb,Gene
38296172,berberine,Ingredient
38296172,corticosterone,Neurotransmitter
38296172,mice,Species
38296172,mouse,Species
38296172,microglia,Species
38296172,hippocampal neuron,Species
38296172,creb,Target
34627986,anxiety,Adverse_event
34627986,insomnia,Adverse_event
34627986,il-6,Cytokine
34627986,il-1β,Cytokine
34627986,depression,Disease
34627986,anxiety,Disease
34627986,elisa,Evidence
34627986,transcriptomics,Evidence
34627986,molecular docking,Evidence
34627986,elevated plus maze,Experiment_indicator
34627986,forced swim test,Experiment_indicator
34627986,corticosterone,Neurotransmitter
34627986,mice,Species
34627986,microglia,Species
34627986,mouse,Species
34627986,anxiety,Symptom
34627986,insomnia,Symptom
34627986,il-6,Target
34627986,il-1β,Target
38490155,anxiety,Adverse_event
38490155,hippocampus,Brain_region
38490155,depression,Disease
38490155,anxiety,Disease
38490155,network pharmacology,Evidence
38490155,cynaroside,Ingredient
38490155,fluoxetine,Pharmacology
38490155,mice,Species
38490155,anxiety,Symptom
38490155,anhedonia,Symptom
38490155,gpx4,Target
39385284,major depressive disorder,Disease
39385284,machine learning,Evidence
39385284,molecular docking,Evidence
39385284,akt1,Gene
39385284,mapk1,Gene
39385284,quercetin,Ingredient
39385284,kaempferol,Ingredient
39385284,luteolin,Ingredient
39385284,akt1,Target
39385284,mapk1,Target
39385284,myc,Target
39385284,egf,Target
39385284,hsp90aa1,Target
38815404,ifn-γ,Cytokine
38815404,il-10,Cytokine
38815404,cancer-related depression,Disease
38815404,network pharmacology,Evidence
38815404,molecular docking,Evidence
38815404,sucrose preference,Experiment_indicator
38815404,ptgs2,Gene
38815404,quercetin,Ingredient
38815404,corticosterone,Neurotransmitter
38815404,serotonin,Neurotransmitter
38815404,5-ht,Neurotransmitter
38815404,dopamine,Neurotransmitter
38815404,da,Neurotransmitter
38815404,ne,Neurotransmitter
38815404,mice,Species
40547671,weight loss,Adverse_event
40547671,tnf-α,Cytokine
40547671,il-17,Cytokine
40547671,il-22,Cytokine
40547671,il-10,Cytokine
40547671,il-1β,Cytokine
40547671,depression,Disease
40547671,multi-omics,Evidence
40547671,network pharmacology,Evidence
40547671,transcriptomics,Evidence
40547671,proteomics,Evidence
40547671,molecular docking,Evidence
40547671,molecular dynamics simulation,Evidence
40547671,western blot,Evidence
40547671,flow cytometry,Evidence
40547671,elisa,Evidence
40547671,sucrose preference,Experiment_indicator
40547671,open field test,Experiment_indicator
40547671,forced swim test,Experiment_indicator
40547671,mtor,Gene
40547671,tnf,Gene
40547671,mtor signaling pathway,Pathway
40547671,rats,Species
40547671,rat,Species
40547671,weight loss,Symptom
40547671,mtor,Target
40547671,il-1β,Target
39467428,hippocampus,Brain_region
39467428,il-6,Cytokine
39467428,depression,Disease
39467428,molecular docking,Evidence
39467428,surface plasmon resonance,Evidence
39467428,qrt-pcr,Evidence
39467428,co-immunoprecipitation,Evidence
39467428,rutin,Ingredient
39467428,mice,Species
39467428,ppar-γ,Target
39467428,il-6,Target
40550295,il-23,Cytokine
40550295,il-10,Cytokine
40550295,tnf-α,Cytokine
40550295,depression,Disease
40550295,elisa,Evidence
40550295,flow cytometry,Evidence
40550295,molecular docking,Evidence
40550295,immunofluorescence,Evidence
40550295,co-immunoprecipitation,Evidence
40550295,open field test,Experiment_indicator
40550295,tail suspension test,Experiment_indicator
40550295,sucrose preference,Experiment_indicator
40550295,fkbp5,Gene
40550295,tnf,Gene
40550295,corticosterone,Neurotransmitter
40550295,nf-κb signaling pathway,Pathway
40550295,fluoxetine,Pharmacology
40550295,mice,Species
40550295,fkbp5,Target
40425078,hippocampus,Brain_region
40425078,depression,Disease
40425078,elisa,Evidence
40425078,western blot,Evidence
40425078,immunofluorescence,Evidence
40425078,molecular docking,Evidence
40425078,icariin,Ingredient
40425078,rats,Species
40425078,sirt1,Target
39770479,depression,Disease
39770479,molecular docking,Evidence
39770479,sert,Gene
39770479,serotonin,Neurotransmitter
39770479,mice,Species
39770479,max,Target
39904199,Phellodendri cortex,Herb
39904199,hippocampus,Brain_region
39904199,il-6,Cytokine
39904199,depression,Disease
39904199,network pharmacology,Evidence
39904199,molecular docking,Evidence
39904199,immunofluorescence,Evidence
39904199,tnf,Gene
39904199,rat,Species
39904199,bv2 cell,Species
39904199,microglia,Species
39904199,il-6,Target
39904199,rela,Target
39904199,ppar-γ,Target
36045534,decoction,Administration
36045534,major depressive disorder,Disease
36045534,depression,Disease
36045534,network pharmacology,Evidence
36045534,molecular docking,Evidence
36045534,slc6a4,Gene
36045534,maoa,Gene
36045534,drd2,Gene
36045534,oprm1,Gene
36045534,quercetin,Ingredient
36045534,crem,Target
36045534,ar,Target
36045534,maoa,Target
36045534,drd2,Target
36045534,oprm1,Target
40481474,Ziziphi spinosae semen,Herb
40481474,decoction,Administration
40481474,depression,Disease
40481474,network pharmacology,Evidence
40481474,molecular docking,Evidence
40481474,corticosterone,Neurotransmitter
40481474,pc12 cell,Species
40481474,esr2,Target
40481474,hsp90aa1,Target
34976096,Chuanxiong rhizoma,Herb
34976096,il-6,Cytokine
34976096,depression,Disease
34976096,network pharmacology,Evidence
34976096,molecular docking,Evidence
34976096,akt1,Gene
34976096,tp53,Gene
34976096,drd2,Gene
34976096,mapk1,Gene
34976096,tnf,Gene
34976096,mtor,Gene
34976096,quercetin,Ingredient
34976096,pi3k-akt signaling pathway,Pathway
34976096,mtor signaling pathway,Pathway
34976096,akt1,Target
34976096,il-6,Target
34976096,tp53,Target
34976096,drd2,Target
34976096,mapk1,Target
34976096,nr3c1,Target
34976096,mtor,Target
40803031,hippocampus,Brain_region
40803031,prefrontal cortex,Brain_region
40803031,depression,Disease
40803031,metabolomics,Evidence
40803031,network pharmacology,Evidence
40803031,molecular docking,Evidence
40803031,bioinformatics analysis,Evidence
40803031,ptgs2,Gene
40803031,icariin,Ingredient
40803031,rats,Species
40803031,nos2,Target
40803031,pde5a,Target
39486672,pill,Administration
39486672,il-6,Cytokine
39486672,il-1β,Cytokine
39486672,tnf-α,Cytokine
39486672,depression,Disease
39486672,network pharmacology,Evidence
39486672,molecular docking,Evidence
39486672,elisa,Evidence
39486672,16s rrna sequencing,Evidence
39486672,sucrose preference,Experiment_indicator
39486672,mtor,Gene
39486672,bdnf,Gene
39486672,trkb,Gene
39486672,tnf,Gene
39486672,quercetin,Ingredient
39486672,liquiritin,Ingredient
39486672,chinese herbal formula,Intervention
39486672,bdnf,Neurotransmitter
39486672,mtor signaling pathway,Pathway
39486672,mapk signaling pathway,Pathway
39486672,mice,Species
39486672,mouse,Species
39486672,mtor,Target
39486672,bdnf,Target
39486672,trkb,Target
39486672,il-6,Target
39486672,il-1β,Target
38704913,il-17,Cytokine
38704913,depression,Disease
38704913,metabolomics,Evidence
38704913,network pharmacology,Evidence
38704913,16s rrna sequencing,Evidence
38704913,dopamine,Neurotransmitter
38704913,mice,Species
41307677,decoction,Administration
41307677,depression,Disease
41307677,mood disorder,Disease
41307677,systematic review,Evidence
41307677,bioinformatics analysis,Evidence
41307677,network pharmacology,Evidence
41307677,molecular docking,Evidence
41307677,geniposide,Ingredient
41307677,magnolol,Ingredient
41307677,honokiol,Ingredient
41307677,hesperidin,Ingredient
41307677,hesperetin,Ingredient
41307677,naringin,Ingredient
41307677,naringenin,Ingredient
41307677,nobiletin,Ingredient
35717786,insomnia,Adverse_event
35717786,depression,Disease
35717786,immunofluorescence,Evidence
35717786,network pharmacology,Evidence
35717786,western blot,Evidence
35717786,nlrp3,Gene
35717786,mapk signaling pathway,Pathway
35717786,fluoxetine,Pharmacology
