source,source_type,target,target_type,relation
H0799,Herb,Risedronic Acid,Ingredient,CONTAINS_INGREDIENT
H1040,Herb,Acetylcholine,Ingredient,CONTAINS_INGREDIENT
H1040,Herb,Inositol,Ingredient,CONTAINS_INGREDIENT
H1040,Herb,Histamine,Ingredient,CONTAINS_INGREDIENT
H1040,Herb,Pyridoxine,Ingredient,CONTAINS_INGREDIENT
H1040,Herb,Kynurenine,Ingredient,CONTAINS_INGREDIENT
H0702,Herb,Choline,Ingredient,CONTAINS_INGREDIENT
H0702,Herb,Centaureidin,Ingredient,CONTAINS_INGREDIENT
H0702,Herb,Rutin,Ingredient,CONTAINS_INGREDIENT
H0702,Herb,Diosmetin,Ingredient,CONTAINS_INGREDIENT
H0702,Herb,Eupatorin,Ingredient,CONTAINS_INGREDIENT
H0702,Herb,Glycinebetaine,Ingredient,CONTAINS_INGREDIENT
H0702,Herb,Oleanolic_Acid,Ingredient,CONTAINS_INGREDIENT
H0712,Herb,Dictamnine,Ingredient,CONTAINS_INGREDIENT
H0712,Herb,Beta-Sitosterol,Ingredient,CONTAINS_INGREDIENT
H0712,Herb,Vanillic Acid,Ingredient,CONTAINS_INGREDIENT
H0712,Herb,Scopoletin,Ingredient,CONTAINS_INGREDIENT
H0681,Herb,Quercetin,Ingredient,CONTAINS_INGREDIENT
H0681,Herb,Succinic Acid,Ingredient,CONTAINS_INGREDIENT
H0681,Herb,Caffeic Acid,Ingredient,CONTAINS_INGREDIENT
H1031,Herb,Esculin,Ingredient,CONTAINS_INGREDIENT
H0653,Herb,Eugenol,Ingredient,CONTAINS_INGREDIENT
H1096,Herb,Formononetin,Ingredient,CONTAINS_INGREDIENT
H1096,Herb,Genistein,Ingredient,CONTAINS_INGREDIENT
H1096,Herb,Puerarin,Ingredient,CONTAINS_INGREDIENT
H1096,Herb,Daidzin,Ingredient,CONTAINS_INGREDIENT
H1096,Herb,Daidzein,Ingredient,CONTAINS_INGREDIENT
H1096,Herb,Scoparone,Ingredient,CONTAINS_INGREDIENT
H1096,Herb,Coumestrol,Ingredient,CONTAINS_INGREDIENT
H1096,Herb,Allantoin,Ingredient,CONTAINS_INGREDIENT
H1096,Herb,"5-Hydroxy-3-(4-Hydroxyphenyl)-7-[3,4,5-Trihydroxy-6-(Hydroxymethyl)Oxan-2-Yl]Oxychromen-4-One",Ingredient,CONTAINS_INGREDIENT
H1089,Herb,Bergapten,Ingredient,CONTAINS_INGREDIENT
H1089,Herb,Betunolic Acid,Ingredient,CONTAINS_INGREDIENT
H1089,Herb,Uridine,Ingredient,CONTAINS_INGREDIENT
H1089,Herb,Carvacrol,Ingredient,CONTAINS_INGREDIENT
H1089,Herb,Chlorogenic Acid,Ingredient,CONTAINS_INGREDIENT
H1089,Herb,Syringin,Ingredient,CONTAINS_INGREDIENT
H1089,Herb,Eugenol,Ingredient,CONTAINS_INGREDIENT
H1089,Herb,Safrole,Ingredient,CONTAINS_INGREDIENT
H1089,Herb,Esculetin,Ingredient,CONTAINS_INGREDIENT
H1089,Herb,Vanillic Acid,Ingredient,CONTAINS_INGREDIENT
H0779,Herb,Beta-Sitosterol,Ingredient,CONTAINS_INGREDIENT
H0779,Herb,Catechin,Ingredient,CONTAINS_INGREDIENT
H0779,Herb,(-)-Epicatechin,Ingredient,CONTAINS_INGREDIENT
H0779,Herb,Eriodictyol,Ingredient,CONTAINS_INGREDIENT
H0779,Herb,Caffeic Acid,Ingredient,CONTAINS_INGREDIENT
H0779,Herb,Quercetin,Ingredient,CONTAINS_INGREDIENT
H0779,Herb,Cianidanol,Ingredient,CONTAINS_INGREDIENT
H0779,Herb,Oleanolic_Acid,Ingredient,CONTAINS_INGREDIENT
H0939,Herb,Vanillic Acid,Ingredient,CONTAINS_INGREDIENT
H0939,Herb,Beta-Sitosterol,Ingredient,CONTAINS_INGREDIENT
H0939,Herb,Tyrosol,Ingredient,CONTAINS_INGREDIENT
H0939,Herb,Chlorogenic Acid,Ingredient,CONTAINS_INGREDIENT
H0939,Herb,Catechin,Ingredient,CONTAINS_INGREDIENT
H0939,Herb,Protocatechuic Acid,Ingredient,CONTAINS_INGREDIENT
H0939,Herb,Apocynin,Ingredient,CONTAINS_INGREDIENT
H0939,Herb,(-)-Epicatechin,Ingredient,CONTAINS_INGREDIENT
H0939,Herb,Cianidanol,Ingredient,CONTAINS_INGREDIENT
H0939,Herb,"Rhodioloside,Salidroside",Ingredient,CONTAINS_INGREDIENT
H0825,Herb,Adenine,Ingredient,CONTAINS_INGREDIENT
H0825,Herb,Vanillic Acid,Ingredient,CONTAINS_INGREDIENT
H0825,Herb,Palmitic Acid,Ingredient,CONTAINS_INGREDIENT
H0825,Herb,Octanoic Acid,Ingredient,CONTAINS_INGREDIENT
H0825,Herb,Ligustilide,Ingredient,CONTAINS_INGREDIENT
H0825,Herb,Catechin,Ingredient,CONTAINS_INGREDIENT
H0825,Herb,Protocatechuic Acid,Ingredient,CONTAINS_INGREDIENT
H0801,Herb,Betulinic Acid,Ingredient,CONTAINS_INGREDIENT
H0801,Herb,Betulin,Ingredient,CONTAINS_INGREDIENT
H0801,Herb,Ursolic Acid,Ingredient,CONTAINS_INGREDIENT
H0801,Herb,Tricin,Ingredient,CONTAINS_INGREDIENT
H0801,Herb,Diosmetin,Ingredient,CONTAINS_INGREDIENT
H0801,Herb,Linoleic Acid,Ingredient,CONTAINS_INGREDIENT
H0801,Herb,Oleanolic_Acid,Ingredient,CONTAINS_INGREDIENT
H0721,Herb,Myricetin,Ingredient,CONTAINS_INGREDIENT
H0721,Herb,Gallic Acid,Ingredient,CONTAINS_INGREDIENT
H0721,Herb,Epigallocatechin,Ingredient,CONTAINS_INGREDIENT
H0721,Herb,Alpha-Amyrin,Ingredient,CONTAINS_INGREDIENT
H0721,Herb,Maslinic Acid,Ingredient,CONTAINS_INGREDIENT
H0721,Herb,Epigalocatechin Gallate,Ingredient,CONTAINS_INGREDIENT
H0842,Herb,Beta-Sitosterol,Ingredient,CONTAINS_INGREDIENT
H1028,Herb,Kaempferol,Ingredient,CONTAINS_INGREDIENT
H1028,Herb,Physcion,Ingredient,CONTAINS_INGREDIENT
H1028,Herb,Aloe-Emodin,Ingredient,CONTAINS_INGREDIENT
H1028,Herb,Sennoside A,Ingredient,CONTAINS_INGREDIENT
H1208,Herb,Sesamin,Ingredient,CONTAINS_INGREDIENT
H1208,Herb,Vitamin E,Ingredient,CONTAINS_INGREDIENT
H1208,Herb,Sesamol,Ingredient,CONTAINS_INGREDIENT
H1208,Herb,Oleic Acid,Ingredient,CONTAINS_INGREDIENT
H1208,Herb,Niacin,Ingredient,CONTAINS_INGREDIENT
H1208,Herb,Vanillin,Ingredient,CONTAINS_INGREDIENT
H1208,Herb,Caffeine,Ingredient,CONTAINS_INGREDIENT
H1208,Herb,Loratadine,Ingredient,CONTAINS_INGREDIENT
H1208,Herb,Uridine,Ingredient,CONTAINS_INGREDIENT
H1208,Herb,Vanillic Acid,Ingredient,CONTAINS_INGREDIENT
H1208,Herb,Beta-Sitosterol,Ingredient,CONTAINS_INGREDIENT
H1208,Herb,Ferulic Acid,Ingredient,CONTAINS_INGREDIENT
H1208,Herb,Rhamnetin,Ingredient,CONTAINS_INGREDIENT
H1208,Herb,Acetoside,Ingredient,CONTAINS_INGREDIENT
H0866,Herb,Dioscin,Ingredient,CONTAINS_INGREDIENT
H0866,Herb,Beta Carotene,Ingredient,CONTAINS_INGREDIENT
H0866,Herb,Disogenin,Ingredient,CONTAINS_INGREDIENT
H0714,Herb,Rutin,Ingredient,CONTAINS_INGREDIENT
H0714,Herb,Isoquercetin,Ingredient,CONTAINS_INGREDIENT
H0714,Herb,Quercetin,Ingredient,CONTAINS_INGREDIENT
H0714,Herb,Stearic Acid,Ingredient,CONTAINS_INGREDIENT
H0714,Herb,Palmitic Acid,Ingredient,CONTAINS_INGREDIENT
H0714,Herb,Eugenol,Ingredient,CONTAINS_INGREDIENT
H0714,Herb,Thymol,Ingredient,CONTAINS_INGREDIENT
H0714,Herb,Oleic Acid,Ingredient,CONTAINS_INGREDIENT
H0714,Herb,Hyperoside,Ingredient,CONTAINS_INGREDIENT
H0714,Herb,Puerarin,Ingredient,CONTAINS_INGREDIENT
H0714,Herb,Wogonin,Ingredient,CONTAINS_INGREDIENT
H0714,Herb,Palmitoleic Acid,Ingredient,CONTAINS_INGREDIENT
H0714,Herb,Linoleic Acid,Ingredient,CONTAINS_INGREDIENT
H0714,Herb,Gamma-Aminobutyric Acid,Ingredient,CONTAINS_INGREDIENT
H0714,Herb,Adenine,Ingredient,CONTAINS_INGREDIENT
H0714,Herb,Choline,Ingredient,CONTAINS_INGREDIENT
H0714,Herb,Citric Acid,Ingredient,CONTAINS_INGREDIENT
H0714,Herb,Octanoic Acid,Ingredient,CONTAINS_INGREDIENT
H0714,Herb,Succinic Acid,Ingredient,CONTAINS_INGREDIENT
H0714,Herb,Aspartic Acid,Ingredient,CONTAINS_INGREDIENT
H0714,Herb,Uridine,Ingredient,CONTAINS_INGREDIENT
H0714,Herb,Baicalin,Ingredient,CONTAINS_INGREDIENT
H0714,Herb,Fumaric Acid,Ingredient,CONTAINS_INGREDIENT
H0714,Herb,Linolenic Acid,Ingredient,CONTAINS_INGREDIENT
H0714,Herb,Vanillin,Ingredient,CONTAINS_INGREDIENT
H0714,Herb,Limonene,Ingredient,CONTAINS_INGREDIENT
H0714,Herb,"(2E,4E)-Deca-2,4-Dienal",Ingredient,CONTAINS_INGREDIENT
H0714,Herb,Glycinebetaine,Ingredient,CONTAINS_INGREDIENT
H0714,Herb,Alpha-Humulone,Ingredient,CONTAINS_INGREDIENT
H0714,Herb,2-Nonenal,Ingredient,CONTAINS_INGREDIENT
H0717,Herb,Phloroglucinol,Ingredient,CONTAINS_INGREDIENT
H0717,Herb,Ferulic Acid,Ingredient,CONTAINS_INGREDIENT
H0717,Herb,Protocatechuic Acid,Ingredient,CONTAINS_INGREDIENT
H0717,Herb,Quercetin,Ingredient,CONTAINS_INGREDIENT
H0717,Herb,Isoquercetin,Ingredient,CONTAINS_INGREDIENT
H0717,Herb,Kaempferol,Ingredient,CONTAINS_INGREDIENT
H0717,Herb,Isorhamnetin,Ingredient,CONTAINS_INGREDIENT
H0717,Herb,Myricetin,Ingredient,CONTAINS_INGREDIENT
H0717,Herb,Diallyl Sulfide,Ingredient,CONTAINS_INGREDIENT
H0601,Herb,Rutin,Ingredient,CONTAINS_INGREDIENT
H0601,Herb,Isoquercetin,Ingredient,CONTAINS_INGREDIENT
H0601,Herb,(-)-Epicatechin,Ingredient,CONTAINS_INGREDIENT
H0601,Herb,Citric Acid,Ingredient,CONTAINS_INGREDIENT
H0601,Herb,Caffeic Acid,Ingredient,CONTAINS_INGREDIENT
H0601,Herb,Chlorogenic Acid,Ingredient,CONTAINS_INGREDIENT
H0601,Herb,Benzaldehyde,Ingredient,CONTAINS_INGREDIENT
H0601,Herb,Lactic Acid,Ingredient,CONTAINS_INGREDIENT
H0601,Herb,Succinic Acid,Ingredient,CONTAINS_INGREDIENT
H0601,Herb,Catechin,Ingredient,CONTAINS_INGREDIENT
H0601,Herb,Hesperidin,Ingredient,CONTAINS_INGREDIENT
H0601,Herb,Tangeretin,Ingredient,CONTAINS_INGREDIENT
H0601,Herb,Naringenin,Ingredient,CONTAINS_INGREDIENT
H0601,Herb,Naringin,Ingredient,CONTAINS_INGREDIENT
H0601,Herb,Tartrate,Ingredient,CONTAINS_INGREDIENT
H0601,Herb,Quercetin,Ingredient,CONTAINS_INGREDIENT
H0601,Herb,Ascorbate,Ingredient,CONTAINS_INGREDIENT
H0601,Herb,Eugenol,Ingredient,CONTAINS_INGREDIENT
H0601,Herb,Beta-Sitosterol,Ingredient,CONTAINS_INGREDIENT
H0601,Herb,Palmitic Acid,Ingredient,CONTAINS_INGREDIENT
H0601,Herb,Cianidanol,Ingredient,CONTAINS_INGREDIENT
H0601,Herb,"5,7-Dihydroxy-2-(4-Hydroxyphenyl)-2,3-Dihydrochromen-4-One",Ingredient,CONTAINS_INGREDIENT
H0896,Herb,Physcion,Ingredient,CONTAINS_INGREDIENT
H1214,Herb,(-)-Epicatechin,Ingredient,CONTAINS_INGREDIENT
H1214,Herb,Citral,Ingredient,CONTAINS_INGREDIENT
H1214,Herb,Beta-Sitosterol,Ingredient,CONTAINS_INGREDIENT
H1214,Herb,Quercitrin,Ingredient,CONTAINS_INGREDIENT
H1214,Herb,Eugenol,Ingredient,CONTAINS_INGREDIENT
H1214,Herb,Eucalyptol,Ingredient,CONTAINS_INGREDIENT
H1214,Herb,Methyleugenol,Ingredient,CONTAINS_INGREDIENT
H1214,Herb,Quercetin,Ingredient,CONTAINS_INGREDIENT
H1214,Herb,Palmitic Acid,Ingredient,CONTAINS_INGREDIENT
H1214,Herb,Hyperoside,Ingredient,CONTAINS_INGREDIENT
H1214,Herb,Rutin,Ingredient,CONTAINS_INGREDIENT
H1214,Herb,Acetaldehyde,Ingredient,CONTAINS_INGREDIENT
H1214,Herb,Butyl Alcohol,Ingredient,CONTAINS_INGREDIENT
H1214,Herb,Toluene,Ingredient,CONTAINS_INGREDIENT
H1214,Herb,Catechin,Ingredient,CONTAINS_INGREDIENT
H1214,Herb,Linalool,Ingredient,CONTAINS_INGREDIENT
H1214,Herb,Acrolein,Ingredient,CONTAINS_INGREDIENT
H1214,Herb,Citronellol,Ingredient,CONTAINS_INGREDIENT
H1214,Herb,Hesperidin,Ingredient,CONTAINS_INGREDIENT
H1214,Herb,Levomenthol,Ingredient,CONTAINS_INGREDIENT
H1214,Herb,Oleic Acid,Ingredient,CONTAINS_INGREDIENT
H1214,Herb,Crotonaldehyde,Ingredient,CONTAINS_INGREDIENT
H1214,Herb,Anethole,Ingredient,CONTAINS_INGREDIENT
H1214,Herb,Geraniol,Ingredient,CONTAINS_INGREDIENT
H1214,Herb,Syringin,Ingredient,CONTAINS_INGREDIENT
H1214,Herb,Chelerythrine,Ingredient,CONTAINS_INGREDIENT
H1214,Herb,Terpineol,Ingredient,CONTAINS_INGREDIENT
H1214,Herb,Limonene,Ingredient,CONTAINS_INGREDIENT
H1214,Herb,Caryophyllene,Ingredient,CONTAINS_INGREDIENT
H1214,Herb,Cianidanol,Ingredient,CONTAINS_INGREDIENT
H1214,Herb,Alpha-Humulone,Ingredient,CONTAINS_INGREDIENT
H1214,Herb,Xanthoxylin,Ingredient,CONTAINS_INGREDIENT
H1214,Herb,Alpha-Terpineol,Ingredient,CONTAINS_INGREDIENT
H1020,Herb,Beta-Sitosterol,Ingredient,CONTAINS_INGREDIENT
H1020,Herb,Protocatechuic Acid,Ingredient,CONTAINS_INGREDIENT
H1020,Herb,Palmitic Acid,Ingredient,CONTAINS_INGREDIENT
H1020,Herb,Vanillic Acid,Ingredient,CONTAINS_INGREDIENT
H1020,Herb,Ferulic Acid,Ingredient,CONTAINS_INGREDIENT
H1020,Herb,Caffeic Acid,Ingredient,CONTAINS_INGREDIENT
H1020,Herb,Chlorogenic Acid,Ingredient,CONTAINS_INGREDIENT
H1020,Herb,Quercetin,Ingredient,CONTAINS_INGREDIENT
H1020,Herb,Trans-Phytol,Ingredient,CONTAINS_INGREDIENT
H1020,Herb,Hispidulin,Ingredient,CONTAINS_INGREDIENT
H1020,Herb,Tricin,Ingredient,CONTAINS_INGREDIENT
H1020,Herb,Brevilin A,Ingredient,CONTAINS_INGREDIENT
H1020,Herb,Protocatechualdehyde,Ingredient,CONTAINS_INGREDIENT
H0977,Herb,Succinic Acid,Ingredient,CONTAINS_INGREDIENT
H0977,Herb,Vitamin E,Ingredient,CONTAINS_INGREDIENT
H0977,Herb,Liriodenine,Ingredient,CONTAINS_INGREDIENT
H0977,Herb,Pristimerin,Ingredient,CONTAINS_INGREDIENT
H0977,Herb,Oxalic Acid,Ingredient,CONTAINS_INGREDIENT
H0977,Herb,"Acetic Acid,Propionic Acid",Ingredient,CONTAINS_INGREDIENT
H0977,Herb,Stemofoline,Ingredient,CONTAINS_INGREDIENT
H0977,Herb,Tuberostemonine,Ingredient,CONTAINS_INGREDIENT
H0926,Herb,Emodin,Ingredient,CONTAINS_INGREDIENT
H0926,Herb,Serotonin,Ingredient,CONTAINS_INGREDIENT
H0926,Herb,Rutin,Ingredient,CONTAINS_INGREDIENT
H0926,Herb,Aloe-Emodin,Ingredient,CONTAINS_INGREDIENT
H0926,Herb,Physcion,Ingredient,CONTAINS_INGREDIENT
H0926,Herb,Chrysophanol,Ingredient,CONTAINS_INGREDIENT
H0926,Herb,Rhein,Ingredient,CONTAINS_INGREDIENT
H0926,Herb,Gallic Acid,Ingredient,CONTAINS_INGREDIENT
H0926,Herb,Epicatechin Gallate,Ingredient,CONTAINS_INGREDIENT
H0926,Herb,Catechin,Ingredient,CONTAINS_INGREDIENT
H0926,Herb,Quinalizarin,Ingredient,CONTAINS_INGREDIENT
H0926,Herb,Purpurin,Ingredient,CONTAINS_INGREDIENT
H0926,Herb,Anthraquinone,Ingredient,CONTAINS_INGREDIENT
H0926,Herb,Hesperidin,Ingredient,CONTAINS_INGREDIENT
H0926,Herb,Glycyrrhizin,Ingredient,CONTAINS_INGREDIENT
H0926,Herb,Baicalin,Ingredient,CONTAINS_INGREDIENT
H0926,Herb,(-)-Epicatechin,Ingredient,CONTAINS_INGREDIENT
H0926,Herb,Magnolol,Ingredient,CONTAINS_INGREDIENT
H0926,Herb,Honokiol,Ingredient,CONTAINS_INGREDIENT
H0926,Herb,Naringin,Ingredient,CONTAINS_INGREDIENT
H0926,Herb,Cinnamic Acid,Ingredient,CONTAINS_INGREDIENT
H0926,Herb,Resveratrol,Ingredient,CONTAINS_INGREDIENT
H0926,Herb,Ferulic Acid,Ingredient,CONTAINS_INGREDIENT
H0926,Herb,Piceatannol,Ingredient,CONTAINS_INGREDIENT
H0926,Herb,Caffeic Acid,Ingredient,CONTAINS_INGREDIENT
H0926,Herb,Baicalein,Ingredient,CONTAINS_INGREDIENT
H0926,Herb,Resveratrol 4'-Methyl Ether,Ingredient,CONTAINS_INGREDIENT
H0926,Herb,Sennoside A,Ingredient,CONTAINS_INGREDIENT
H0926,Herb,Rhaponticin,Ingredient,CONTAINS_INGREDIENT
H0926,Herb,Rhapontigenin,Ingredient,CONTAINS_INGREDIENT
H0926,Herb,Cianidanol,Ingredient,CONTAINS_INGREDIENT
H0918,Herb,Sesamin,Ingredient,CONTAINS_INGREDIENT
H0918,Herb,Arctigenin,Ingredient,CONTAINS_INGREDIENT
H0918,Herb,Tiliroside,Ingredient,CONTAINS_INGREDIENT
H0918,Herb,Luteolin,Ingredient,CONTAINS_INGREDIENT
H0918,Herb,Lupeol,Ingredient,CONTAINS_INGREDIENT
H0918,Herb,Apigenin,Ingredient,CONTAINS_INGREDIENT
H0918,Herb,Benzoic Acid,Ingredient,CONTAINS_INGREDIENT
H0918,Herb,Beta-Sitosterol,Ingredient,CONTAINS_INGREDIENT
H0918,Herb,Kaempferol,Ingredient,CONTAINS_INGREDIENT
H0707,Herb,Sesamin,Ingredient,CONTAINS_INGREDIENT
H0707,Herb,Arctigenin,Ingredient,CONTAINS_INGREDIENT
H0707,Herb,Tiliroside,Ingredient,CONTAINS_INGREDIENT
H0707,Herb,Luteolin,Ingredient,CONTAINS_INGREDIENT
H0707,Herb,Lupeol,Ingredient,CONTAINS_INGREDIENT
H0707,Herb,Apigenin,Ingredient,CONTAINS_INGREDIENT
H0707,Herb,Benzoic Acid,Ingredient,CONTAINS_INGREDIENT
H0707,Herb,Beta-Sitosterol,Ingredient,CONTAINS_INGREDIENT
H0707,Herb,Kaempferol,Ingredient,CONTAINS_INGREDIENT
H0909,Herb,Quercitrin,Ingredient,CONTAINS_INGREDIENT
H0909,Herb,Quercetin,Ingredient,CONTAINS_INGREDIENT
H0909,Herb,Stearic Acid,Ingredient,CONTAINS_INGREDIENT
H0909,Herb,Sesamol,Ingredient,CONTAINS_INGREDIENT
H0909,Herb,Oleanolic_Acid,Ingredient,CONTAINS_INGREDIENT
H0793,Herb,Ponasterone A,Ingredient,CONTAINS_INGREDIENT
H0793,Herb,Quercetin,Ingredient,CONTAINS_INGREDIENT
H0793,Herb,Kaempferol,Ingredient,CONTAINS_INGREDIENT
H0793,Herb,(-)-Epicatechin,Ingredient,CONTAINS_INGREDIENT
H0793,Herb,20-Hydroxyecdysone,Ingredient,CONTAINS_INGREDIENT
H0793,Herb,Scopoletin,Ingredient,CONTAINS_INGREDIENT
H0793,Herb,Limonene,Ingredient,CONTAINS_INGREDIENT
H0793,Herb,Cianidanol,Ingredient,CONTAINS_INGREDIENT
H0793,Herb,Alpha-Humulone,Ingredient,CONTAINS_INGREDIENT
H1015,Herb,Quercetin,Ingredient,CONTAINS_INGREDIENT
H1015,Herb,Rutin,Ingredient,CONTAINS_INGREDIENT
H1015,Herb,Kaempferol,Ingredient,CONTAINS_INGREDIENT
H1015,Herb,Pyrogallol,Ingredient,CONTAINS_INGREDIENT
H1015,Herb,Pinosylvin,Ingredient,CONTAINS_INGREDIENT
H1015,Herb,Caffeic Acid,Ingredient,CONTAINS_INGREDIENT
H1015,Herb,Chlorogenic Acid,Ingredient,CONTAINS_INGREDIENT
H1015,Herb,Bergenin,Ingredient,CONTAINS_INGREDIENT
H1015,Herb,Aucubin,Ingredient,CONTAINS_INGREDIENT
H1015,Herb,Catechin,Ingredient,CONTAINS_INGREDIENT
H1015,Herb,Coumaric Acid,Ingredient,CONTAINS_INGREDIENT
H1015,Herb,Protocatechuic Acid,Ingredient,CONTAINS_INGREDIENT
H1015,Herb,Octanoic Acid,Ingredient,CONTAINS_INGREDIENT
H1015,Herb,Palmitic Acid,Ingredient,CONTAINS_INGREDIENT
H1015,Herb,Stearic Acid,Ingredient,CONTAINS_INGREDIENT
H1015,Herb,Ursolic Acid,Ingredient,CONTAINS_INGREDIENT
H1015,Herb,Betulinic Acid,Ingredient,CONTAINS_INGREDIENT
H1015,Herb,(-)-Epicatechin,Ingredient,CONTAINS_INGREDIENT
H1015,Herb,Betulin,Ingredient,CONTAINS_INGREDIENT
H1015,Herb,Catalpol,Ingredient,CONTAINS_INGREDIENT
H1015,Herb,Beta-Sitosterol,Ingredient,CONTAINS_INGREDIENT
H1015,Herb,Farnesol,Ingredient,CONTAINS_INGREDIENT
H1015,Herb,Ferulic Acid,Ingredient,CONTAINS_INGREDIENT
H1015,Herb,Linoleic Acid,Ingredient,CONTAINS_INGREDIENT
H1015,Herb,Isoquercetin,Ingredient,CONTAINS_INGREDIENT
H1015,Herb,Linolenic Acid,Ingredient,CONTAINS_INGREDIENT
H1015,Herb,Esculetin,Ingredient,CONTAINS_INGREDIENT
H1015,Herb,Baicalein,Ingredient,CONTAINS_INGREDIENT
H1015,Herb,Wogonin,Ingredient,CONTAINS_INGREDIENT
H1015,Herb,Astragalin,Ingredient,CONTAINS_INGREDIENT
H1015,Herb,Syringin,Ingredient,CONTAINS_INGREDIENT
H1015,Herb,Oroxylin A,Ingredient,CONTAINS_INGREDIENT
H1015,Herb,Methyl Alcohol,Ingredient,CONTAINS_INGREDIENT
H1015,Herb,Loganin,Ingredient,CONTAINS_INGREDIENT
H1015,Herb,Genipin,Ingredient,CONTAINS_INGREDIENT
H1015,Herb,Squalene,Ingredient,CONTAINS_INGREDIENT
H1015,Herb,Dulcitol,Ingredient,CONTAINS_INGREDIENT
H1015,Herb,Geniposide,Ingredient,CONTAINS_INGREDIENT
H1015,Herb,Cianidanol,Ingredient,CONTAINS_INGREDIENT
H1015,Herb,Alpha-Humulone,Ingredient,CONTAINS_INGREDIENT
H1015,Herb,Alpha-Terpineol,Ingredient,CONTAINS_INGREDIENT
H0869,Herb,Phorbol Myristate Acetate,Ingredient,CONTAINS_INGREDIENT
H0869,Herb,Stearic Acid,Ingredient,CONTAINS_INGREDIENT
H0869,Herb,Palmitic Acid,Ingredient,CONTAINS_INGREDIENT
H0869,Herb,Linolenic Acid,Ingredient,CONTAINS_INGREDIENT
H0869,Herb,Chlorogenic Acid,Ingredient,CONTAINS_INGREDIENT
H0869,Herb,Oleic Acid,Ingredient,CONTAINS_INGREDIENT
H0869,Herb,Linoleic Acid,Ingredient,CONTAINS_INGREDIENT
H0869,Herb,Propionic Acid,Ingredient,CONTAINS_INGREDIENT
H0869,Herb,Crotonoside,Ingredient,CONTAINS_INGREDIENT
H0869,Herb,Phorbol,Ingredient,CONTAINS_INGREDIENT
H0869,Herb,Phorbol-12-Myristate-13-Acetate,Ingredient,CONTAINS_INGREDIENT
H1091,Herb,Ellagic Acid,Ingredient,CONTAINS_INGREDIENT
H0785,Herb,Tricin,Ingredient,CONTAINS_INGREDIENT
H0785,Herb,Chlorogenic Acid,Ingredient,CONTAINS_INGREDIENT
H0785,Herb,Limonin,Ingredient,CONTAINS_INGREDIENT
H0785,Herb,Wogonin,Ingredient,CONTAINS_INGREDIENT
H0785,Herb,Ferulic Acid,Ingredient,CONTAINS_INGREDIENT
H0785,Herb,Choline,Ingredient,CONTAINS_INGREDIENT
H0785,Herb,Berberine,Ingredient,CONTAINS_INGREDIENT
H0785,Herb,Eugenol,Ingredient,CONTAINS_INGREDIENT
H0785,Herb,"2,3,9,10-Tetramethoxy-6,8,13,13A-Tetrahydro-5H-Isoquinolino[2,1-B]Isoquinoline",Ingredient,CONTAINS_INGREDIENT
H0785,Herb,Vanillic Acid,Ingredient,CONTAINS_INGREDIENT
H0785,Herb,Berberine Chloride,Ingredient,CONTAINS_INGREDIENT
H0785,Herb,Tetrahydropalmatine,Ingredient,CONTAINS_INGREDIENT
H0785,Herb,Jatrorrhizine,Ingredient,CONTAINS_INGREDIENT
H0785,Herb,Hydrastine,Ingredient,CONTAINS_INGREDIENT
H0785,Herb,Beta-Sitosterol,Ingredient,CONTAINS_INGREDIENT
H0785,Herb,Rhamnetin,Ingredient,CONTAINS_INGREDIENT
H0785,Herb,Alpha-Terpineol,Ingredient,CONTAINS_INGREDIENT
H0785,Herb,Palmitine,Ingredient,CONTAINS_INGREDIENT
H1011,Herb,Nonane,Ingredient,CONTAINS_INGREDIENT
H1011,Herb,Palmitic Acid,Ingredient,CONTAINS_INGREDIENT
H1011,Herb,Ferulic Acid,Ingredient,CONTAINS_INGREDIENT
H1011,Herb,Physcion,Ingredient,CONTAINS_INGREDIENT
H1011,Herb,Emodin,Ingredient,CONTAINS_INGREDIENT
H1011,Herb,Icaritin,Ingredient,CONTAINS_INGREDIENT
H1011,Herb,Oleic Acid,Ingredient,CONTAINS_INGREDIENT
H1011,Herb,Rhein,Ingredient,CONTAINS_INGREDIENT
H1011,Herb,Embelin,Ingredient,CONTAINS_INGREDIENT
H1011,Herb,Caffeic Acid,Ingredient,CONTAINS_INGREDIENT
H1011,Herb,Chlorogenic Acid,Ingredient,CONTAINS_INGREDIENT
H1011,Herb,Styrene,Ingredient,CONTAINS_INGREDIENT
H1011,Herb,Benzaldehyde,Ingredient,CONTAINS_INGREDIENT
H1011,Herb,Cinnamic Acid,Ingredient,CONTAINS_INGREDIENT
H1011,Herb,Linolenic Acid,Ingredient,CONTAINS_INGREDIENT
H1011,Herb,Chrysophanol,Ingredient,CONTAINS_INGREDIENT
H1011,Herb,Beta-Sitosterol,Ingredient,CONTAINS_INGREDIENT
H1011,Herb,Linoleic Acid,Ingredient,CONTAINS_INGREDIENT
H1011,Herb,Toluene,Ingredient,CONTAINS_INGREDIENT
H1011,Herb,Geraniol,Ingredient,CONTAINS_INGREDIENT
H1011,Herb,Stearic Acid,Ingredient,CONTAINS_INGREDIENT
H1011,Herb,2-Nonenal,Ingredient,CONTAINS_INGREDIENT
H0790,Herb,Sesamin,Ingredient,CONTAINS_INGREDIENT
H0790,Herb,Eugenol,Ingredient,CONTAINS_INGREDIENT
