source,source_type,target,target_type,relation
H1026,Herb,MECP2,Target,TARGETS
H1026,Herb,XBP1,Target,TARGETS
H1026,Herb,PRKAA1,Target,TARGETS
H1026,Herb,DNAJC5,Target,TARGETS
H1026,Herb,HNRNPA1,Target,TARGETS
H1026,Herb,SLC16A1,Target,TARGETS
H1026,Herb,CYP2C19,Target,TARGETS
H1026,Herb,IL17A,Target,TARGETS
H1026,Herb,MAPK14,Target,TARGETS
H1026,Herb,UGT1A9,Target,TARGETS
H1026,Herb,SIRT1,Target,TARGETS
H1026,Herb,PIK3CB,Target,TARGETS
H1026,Herb,CTNNB1,Target,TARGETS
H1026,Herb,TNFRSF10B,Target,TARGETS
H1026,Herb,FOSL1,Target,TARGETS
H1026,Herb,THBS1,Target,TARGETS
H1026,Herb,LYN,Target,TARGETS
H1026,Herb,MAOA,Target,TARGETS
H1026,Herb,GABRR3,Target,TARGETS
H1026,Herb,ATF4,Target,TARGETS
H1026,Herb,EIF2S1,Target,TARGETS
H1026,Herb,HVCN1,Target,TARGETS
H1026,Herb,MUC5AC,Target,TARGETS
H1026,Herb,P2RX4,Target,TARGETS
H1026,Herb,PTPN11,Target,TARGETS
H1026,Herb,CYP2E1,Target,TARGETS
H1026,Herb,LDLR,Target,TARGETS
H1026,Herb,USP10,Target,TARGETS
H1026,Herb,APOE,Target,TARGETS
H1026,Herb,COMT,Target,TARGETS
H1026,Herb,CYP19A1,Target,TARGETS
H1026,Herb,ABCC2,Target,TARGETS
H1026,Herb,CDK9,Target,TARGETS
H1026,Herb,IL13,Target,TARGETS
H1026,Herb,IL4,Target,TARGETS
H1026,Herb,TBK1,Target,TARGETS
H1026,Herb,NOTCH1,Target,TARGETS
H1026,Herb,GYPB,Target,TARGETS
H1026,Herb,PKB_RS07820,Target,TARGETS
H1026,Herb,ACTA2,Target,TARGETS
H1026,Herb,EIF6,Target,TARGETS
H1026,Herb,PTPN13,Target,TARGETS
H1026,Herb,MAPK9,Target,TARGETS
H1026,Herb,HDAC8,Target,TARGETS
H1026,Herb,HDAC9,Target,TARGETS
H1026,Herb,CLDN1,Target,TARGETS
H1026,Herb,CLDN11,Target,TARGETS
H1026,Herb,TNFAIP3,Target,TARGETS
H1026,Herb,PLA2G7,Target,TARGETS
H1026,Herb,NFATC4,Target,TARGETS
H1026,Herb,NPPB,Target,TARGETS
H1026,Herb,NPPA,Target,TARGETS
H1026,Herb,POMC,Target,TARGETS
H1026,Herb,LCN2,Target,TARGETS
H1026,Herb,CXCR4,Target,TARGETS
H1026,Herb,DAO,Target,TARGETS
H1026,Herb,MIF,Target,TARGETS
H1026,Herb,SLC15A1,Target,TARGETS
H1026,Herb,TLR2,Target,TARGETS
H1026,Herb,ABHD15,Target,TARGETS
H1026,Herb,APOM,Target,TARGETS
H1026,Herb,YWHAZ,Target,TARGETS
H1026,Herb,CRTC2,Target,TARGETS
H1026,Herb,GUCA2A,Target,TARGETS
H1026,Herb,IDE,Target,TARGETS
H1026,Herb,KDR,Target,TARGETS
H1026,Herb,FLT4,Target,TARGETS
H1026,Herb,FLT1,Target,TARGETS
H1026,Herb,KIT,Target,TARGETS
H1026,Herb,CSF2,Target,TARGETS
H1026,Herb,ESR1,Target,TARGETS
H1026,Herb,MAOB,Target,TARGETS
H1026,Herb,HSD11B1,Target,TARGETS
H1026,Herb,BTK,Target,TARGETS
H1026,Herb,SMAD3,Target,TARGETS
H1026,Herb,AQP5,Target,TARGETS
H1026,Herb,FASLG,Target,TARGETS
H1026,Herb,MIR145,Target,TARGETS
H1026,Herb,TLR4,Target,TARGETS
H1026,Herb,ABCB1,Target,TARGETS
H1026,Herb,AQP1,Target,TARGETS
H1026,Herb,IFNA1; IFNA13,Target,TARGETS
H1026,Herb,OCLN,Target,TARGETS
H1026,Herb,ABCB11,Target,TARGETS
H1026,Herb,CSNK2A2,Target,TARGETS
H1026,Herb,TGFB2,Target,TARGETS
H1026,Herb,FOXD3,Target,TARGETS
H1026,Herb,PTP4A3,Target,TARGETS
H1026,Herb,PGAM1,Target,TARGETS
H1026,Herb,FXR1,Target,TARGETS
H1026,Herb,DDIT3,Target,TARGETS
H1026,Herb,TNFSF10,Target,TARGETS
H1026,Herb,P2RX7,Target,TARGETS
H1026,Herb,PGD,Target,TARGETS
H1026,Herb,G6PC1,Target,TARGETS
H1026,Herb,BCHE,Target,TARGETS
H1026,Herb,IRAK4,Target,TARGETS
H1026,Herb,HDC,Target,TARGETS
H1026,Herb,DIO1,Target,TARGETS
H1026,Herb,BIRC2,Target,TARGETS
H1026,Herb,BIRC3,Target,TARGETS
H1026,Herb,BMPR2,Target,TARGETS
H1026,Herb,MIR21,Target,TARGETS
H1026,Herb,ESRRA,Target,TARGETS
H1026,Herb,RPS6KA3,Target,TARGETS
H1026,Herb,FOXP3,Target,TARGETS
H1026,Herb,CLDN2,Target,TARGETS
H1026,Herb,PLEK,Target,TARGETS
H1026,Herb,NSFL1C,Target,TARGETS
H1026,Herb,MCU,Target,TARGETS
H1026,Herb,NPY,Target,TARGETS
H1026,Herb,ADORA2A,Target,TARGETS
H1027,Herb,ABCC2,Target,TARGETS
H1027,Herb,CYP1B1,Target,TARGETS
H1027,Herb,PTGS2,Target,TARGETS
H1027,Herb,NOS2,Target,TARGETS
H1027,Herb,MAOB,Target,TARGETS
H1027,Herb,MAOA,Target,TARGETS
H1027,Herb,ANO1,Target,TARGETS
H1027,Herb,MGST1,Target,TARGETS
H1027,Herb,CDC25A,Target,TARGETS
H1027,Herb,SULT1A1,Target,TARGETS
H1027,Herb,MMP2,Target,TARGETS
H1027,Herb,NFE2L2,Target,TARGETS
H1027,Herb,FASLG,Target,TARGETS
H1027,Herb,CASP9,Target,TARGETS
H1027,Herb,TP53,Target,TARGETS
H1027,Herb,CASP3,Target,TARGETS
H1027,Herb,NFKB1,Target,TARGETS
H1027,Herb,LPO,Target,TARGETS
H1027,Herb,MMP9,Target,TARGETS
H1027,Herb,CAT,Target,TARGETS
H1027,Herb,ABCB1,Target,TARGETS
H1027,Herb,MARK4,Target,TARGETS
H1027,Herb,PIK3CG,Target,TARGETS
H1027,Herb,PRKCD,Target,TARGETS
H1027,Herb,IL33,Target,TARGETS
H1027,Herb,MYD88,Target,TARGETS
H1027,Herb,ACHE,Target,TARGETS
H1027,Herb,DGAT1,Target,TARGETS
H1027,Herb,BACE1,Target,TARGETS
H1027,Herb,PTGR1,Target,TARGETS
H1027,Herb,DPP4,Target,TARGETS
H1027,Herb,CA2,Target,TARGETS
H1028,Herb,MMP1,Target,TARGETS
H1028,Herb,BAX,Target,TARGETS
H1028,Herb,CASP3,Target,TARGETS
H1028,Herb,PTGS2,Target,TARGETS
H1028,Herb,PPARG,Target,TARGETS
H1028,Herb,NOS2,Target,TARGETS
H1028,Herb,STAT1,Target,TARGETS
H1028,Herb,HMOX1,Target,TARGETS
H1028,Herb,NR1I3,Target,TARGETS
H1028,Herb,NR1I2,Target,TARGETS
H1028,Herb,AHR,Target,TARGETS
H1028,Herb,BCL2,Target,TARGETS
H1028,Herb,ICAM1,Target,TARGETS
H1028,Herb,SELE,Target,TARGETS
H1028,Herb,VCAM1,Target,TARGETS
H1028,Herb,JUN,Target,TARGETS
H1028,Herb,MAPK8,Target,TARGETS
H1028,Herb,CDK1,Target,TARGETS
H1028,Herb,CYP1A2,Target,TARGETS
H1028,Herb,CYP1A1,Target,TARGETS
H1028,Herb,CYP1B1,Target,TARGETS
H1028,Herb,DIO1,Target,TARGETS
H1028,Herb,TNF,Target,TARGETS
H1028,Herb,XDH,Target,TARGETS
H1028,Herb,GSTM2,Target,TARGETS
H1028,Herb,GSTM1,Target,TARGETS
H1028,Herb,BIRC2,Target,TARGETS
H1028,Herb,BIRC3,Target,TARGETS
H1028,Herb,TJP1,Target,TARGETS
H1028,Herb,NFKBIA,Target,TARGETS
H1028,Herb,MAPK14,Target,TARGETS
H1028,Herb,PKB_RS07820,Target,TARGETS
H1028,Herb,CXCL8,Target,TARGETS
H1028,Herb,BMPR2,Target,TARGETS
H1028,Herb,MIR21,Target,TARGETS
H1028,Herb,ESRRA,Target,TARGETS
H1028,Herb,RPS6KA3,Target,TARGETS
H1028,Herb,FOXP3,Target,TARGETS
H1028,Herb,CLDN2,Target,TARGETS
H1028,Herb,PLEK,Target,TARGETS
H1028,Herb,NSFL1C,Target,TARGETS
H1028,Herb,NFKB1,Target,TARGETS
H1028,Herb,MMP9,Target,TARGETS
H1028,Herb,MCU,Target,TARGETS
H1028,Herb,PGD,Target,TARGETS
H1028,Herb,PCNA,Target,TARGETS
H1028,Herb,CCNB1,Target,TARGETS
H1028,Herb,MYC,Target,TARGETS
H1028,Herb,CDK2,Target,TARGETS
H1028,Herb,PRKCA,Target,TARGETS
H1028,Herb,CCNA2,Target,TARGETS
H1028,Herb,CDKN1A,Target,TARGETS
H1028,Herb,FASN,Target,TARGETS
H1028,Herb,TP53,Target,TARGETS
H1028,Herb,IL1B,Target,TARGETS
H1028,Herb,ESR1,Target,TARGETS
H1028,Herb,PRKCD,Target,TARGETS
H1028,Herb,PRKCE,Target,TARGETS
H1028,Herb,CRTC2,Target,TARGETS
H1028,Herb,TYR,Target,TARGETS
H1028,Herb,SLC22A6,Target,TARGETS
H1028,Herb,SLC22A8,Target,TARGETS
H1028,Herb,AQP3,Target,TARGETS
H1029,Herb,CASP9,Target,TARGETS
H1029,Herb,BCL2,Target,TARGETS
H1029,Herb,BAX,Target,TARGETS
H1029,Herb,CASP3,Target,TARGETS
H1029,Herb,MAP2,Target,TARGETS
H1029,Herb,PRKAA2,Target,TARGETS
H1029,Herb,CASP8,Target,TARGETS
H1029,Herb,TGFB1,Target,TARGETS
H1029,Herb,PRKCA,Target,TARGETS
H1029,Herb,EDN1,Target,TARGETS
H1029,Herb,MIP,Target,TARGETS
H1029,Herb,MB,Target,TARGETS
H1029,Herb,AGTR2,Target,TARGETS
H1029,Herb,ACE,Target,TARGETS
H1029,Herb,STAT3,Target,TARGETS
H1029,Herb,CAT,Target,TARGETS
H1029,Herb,DIO1,Target,TARGETS
H1029,Herb,SOD1,Target,TARGETS
H1029,Herb,SOD2,Target,TARGETS
H1029,Herb,CCNB1,Target,TARGETS
H1029,Herb,CDK2,Target,TARGETS
H1029,Herb,CCNA2,Target,TARGETS
H1029,Herb,CSF2,Target,TARGETS
H1029,Herb,IL6,Target,TARGETS
H1029,Herb,PNLIP,Target,TARGETS
H1029,Herb,ALOX5,Target,TARGETS
H1029,Herb,NCF1,Target,TARGETS
H1029,Herb,COMT,Target,TARGETS
H1029,Herb,LPL,Target,TARGETS
H1029,Herb,PLAT,Target,TARGETS
H1029,Herb,PLAU,Target,TARGETS
H1029,Herb,PTK2,Target,TARGETS
H1029,Herb,GAA,Target,TARGETS
H1029,Herb,CD4,Target,TARGETS
H1029,Herb,CYCS,Target,TARGETS
H1029,Herb,ADIPOQ,Target,TARGETS
H1029,Herb,ATM,Target,TARGETS
H1029,Herb,EGR1,Target,TARGETS
H1029,Herb,MAPK1,Target,TARGETS
H1029,Herb,JUN,Target,TARGETS
H1029,Herb,RELA,Target,TARGETS
H1029,Herb,ADORA1,Target,TARGETS
H1029,Herb,ADORA2A,Target,TARGETS
H1029,Herb,CDK1,Target,TARGETS
H1029,Herb,DRD2,Target,TARGETS
H1029,Herb,ACHE,Target,TARGETS
H1029,Herb,TP53,Target,TARGETS
H1029,Herb,E2F1,Target,TARGETS
H1029,Herb,ITGB3,Target,TARGETS
H1029,Herb,KCNJ11,Target,TARGETS
H1029,Herb,CTNNB1,Target,TARGETS
H1029,Herb,CDKN1A,Target,TARGETS
H1029,Herb,GABRA2,Target,TARGETS
H1029,Herb,LHB,Target,TARGETS
H1029,Herb,FSHB,Target,TARGETS
H1029,Herb,TNF,Target,TARGETS
H1029,Herb,NPSR1,Target,TARGETS
H1029,Herb,NPS,Target,TARGETS
H1029,Herb,TFAM,Target,TARGETS
H1029,Herb,CCN2,Target,TARGETS
H1029,Herb,SLC2A4,Target,TARGETS
H1029,Herb,MEF2D,Target,TARGETS
H1029,Herb,MEF2A,Target,TARGETS
H1029,Herb,INS,Target,TARGETS
H1029,Herb,ZFHX3,Target,TARGETS
H1029,Herb,IER5,Target,TARGETS
H1029,Herb,FOS,Target,TARGETS
H1029,Herb,ARC,Target,TARGETS
H1029,Herb,CYP1A2,Target,TARGETS
H1029,Herb,NEK11,Target,TARGETS
H1029,Herb,RASGRF1,Target,TARGETS
H1029,Herb,RYR1,Target,TARGETS
H1029,Herb,HSD11B1,Target,TARGETS
H1029,Herb,NR3C1,Target,TARGETS
H1029,Herb,HSD11B2,Target,TARGETS
H1029,Herb,ITPR1,Target,TARGETS
H1029,Herb,SNCA,Target,TARGETS
H1029,Herb,PTGS2,Target,TARGETS
H1029,Herb,SCNN1A,Target,TARGETS
H1029,Herb,PRKAA1,Target,TARGETS
H1029,Herb,ADA,Target,TARGETS
H1029,Herb,TPH2,Target,TARGETS
H1029,Herb,AKT1,Target,TARGETS
H1029,Herb,TGFB2,Target,TARGETS
H1029,Herb,SLC2A1,Target,TARGETS
H1029,Herb,PTEN,Target,TARGETS
H1029,Herb,LEP,Target,TARGETS
H1029,Herb,GABRR1,Target,TARGETS
H1029,Herb,ORAI1,Target,TARGETS
H1029,Herb,BCL2L11,Target,TARGETS
H1029,Herb,BDNF,Target,TARGETS
H1029,Herb,ATR,Target,TARGETS
H1029,Herb,DNMT3A,Target,TARGETS
H1029,Herb,ABCB1,Target,TARGETS
H1029,Herb,RYR2,Target,TARGETS
H1029,Herb,TYR,Target,TARGETS
H1029,Herb,SIRT3,Target,TARGETS
H1029,Herb,ACP5,Target,TARGETS
H1029,Herb,CTSK,Target,TARGETS
H1029,Herb,NOS3,Target,TARGETS
H1029,Herb,GSS,Target,TARGETS
H1029,Herb,ABCG2,Target,TARGETS
H1029,Herb,IL1A,Target,TARGETS
H1029,Herb,FASN,Target,TARGETS
H1029,Herb,NOTCH1,Target,TARGETS
H1029,Herb,CXCL8,Target,TARGETS
H1029,Herb,CBR1,Target,TARGETS
H1029,Herb,DNMT1,Target,TARGETS
H1029,Herb,TLR4,Target,TARGETS
H1029,Herb,PPARG,Target,TARGETS
H1029,Herb,EGFR,Target,TARGETS
H1029,Herb,CYP3A,Target,TARGETS
H1029,Herb,CCL2,Target,TARGETS
H1029,Herb,SULT1A1,Target,TARGETS
H1029,Herb,MME,Target,TARGETS
H1029,Herb,G3BP1,Target,TARGETS
H1029,Herb,ELANE,Target,TARGETS
H1029,Herb,HSPA5,Target,TARGETS
H1029,Herb,TAS2R39,Target,TARGETS
H1029,Herb,KEAP1,Target,TARGETS
H1029,Herb,IRS1,Target,TARGETS
H1029,Herb,MAPK14,Target,TARGETS
H1029,Herb,TRPV3,Target,TARGETS
H1029,Herb,TRPA1,Target,TARGETS
H1029,Herb,IL2,Target,TARGETS
H1029,Herb,IL10,Target,TARGETS
H1029,Herb,HSPA4,Target,TARGETS
H1029,Herb,HSP90AA1,Target,TARGETS
H1029,Herb,CYP3A4,Target,TARGETS
H1029,Herb,CYP2C8,Target,TARGETS
H1029,Herb,SLC23A1,Target,TARGETS
H1029,Herb,CHEK2,Target,TARGETS
H1029,Herb,RB1,Target,TARGETS
H1029,Herb,BCL2L1,Target,TARGETS
H1029,Herb,VEGFA,Target,TARGETS
H1029,Herb,EGF,Target,TARGETS
H1029,Herb,CCND1,Target,TARGETS
H1029,Herb,MMP1,Target,TARGETS
H1029,Herb,CRP,Target,TARGETS
H1029,Herb,IGFBP3,Target,TARGETS
H1029,Herb,MAP3K5,Target,TARGETS
H1029,Herb,TOP2A,Target,TARGETS
H1029,Herb,NOS2,Target,TARGETS
H1029,Herb,SERPINE1,Target,TARGETS
H1029,Herb,NR1I2,Target,TARGETS
H1029,Herb,PRKCB,Target,TARGETS
H1029,Herb,ERBB2,Target,TARGETS
H1029,Herb,STAT1,Target,TARGETS
H1029,Herb,IFNG,Target,TARGETS
H1029,Herb,GSTP1,Target,TARGETS
H1029,Herb,IL1B,Target,TARGETS
H1029,Herb,HSF1,Target,TARGETS
H1029,Herb,AR,Target,TARGETS
H1029,Herb,F3,Target,TARGETS
H1029,Herb,NFKBIA,Target,TARGETS
H1029,Herb,NR1I3,Target,TARGETS
H1029,Herb,AHR,Target,TARGETS
H1029,Herb,PON1,Target,TARGETS
H1029,Herb,HMOX1,Target,TARGETS
H1029,Herb,TXNIP,Target,TARGETS
H1029,Herb,ICAM1,Target,TARGETS
H1029,Herb,SELE,Target,TARGETS
H1029,Herb,VCAM1,Target,TARGETS
H1029,Herb,CHUK,Target,TARGETS
H1029,Herb,IRF1,Target,TARGETS
H1029,Herb,PTGS1,Target,TARGETS
H1029,Herb,INSR,Target,TARGETS
H1029,Herb,MMP9,Target,TARGETS
H1029,Herb,MMP2,Target,TARGETS
H1029,Herb,PPARA,Target,TARGETS
H1029,Herb,XDH,Target,TARGETS
H1029,Herb,SULT1E1,Target,TARGETS
H1029,Herb,MYC,Target,TARGETS
H1029,Herb,CDKN2A,Target,TARGETS
H1029,Herb,COL1A1,Target,TARGETS
H1029,Herb,gyrB,Target,TARGETS
H1029,Herb,NFE2L2,Target,TARGETS
H1029,Herb,CLDN4,Target,TARGETS
H1029,Herb,POR,Target,TARGETS
H1029,Herb,RASSF1,Target,TARGETS
H1029,Herb,E2F2,Target,TARGETS
H1029,Herb,ERBB3,Target,TARGETS
H1029,Herb,CXCL2,Target,TARGETS
H1029,Herb,CXCL10,Target,TARGETS
H1029,Herb,BMP2,Target,TARGETS
H1029,Herb,SPP1,Target,TARGETS
H1029,Herb,RUNX2,Target,TARGETS
H1029,Herb,CAV1,Target,TARGETS
H1029,Herb,CTSD,Target,TARGETS
H1029,Herb,MPO,Target,TARGETS
H1029,Herb,CYP1A1,Target,TARGETS
H1029,Herb,CYP1B1,Target,TARGETS
H1029,Herb,CD40LG,Target,TARGETS
H1029,Herb,TOP1,Target,TARGETS
H1029,Herb,PARP1,Target,TARGETS
H1029,Herb,GSK3B,Target,TARGETS
H1029,Herb,ELK1,Target,TARGETS
H1029,Herb,RAF1,Target,TARGETS
H1029,Herb,HSPB1,Target,TARGETS
H1029,Herb,GSTM2,Target,TARGETS
H1029,Herb,GSTM1,Target,TARGETS
H1029,Herb,KDM1A,Target,TARGETS
H1029,Herb,NQO1,Target,TARGETS
H1029,Herb,ODC1,Target,TARGETS
H1029,Herb,NPEPPS,Target,TARGETS
H1029,Herb,HK2,Target,TARGETS
H1029,Herb,NKX3-1,Target,TARGETS
H1029,Herb,HIF1A,Target,TARGETS
H1029,Herb,MLXIPL,Target,TARGETS
H1029,Herb,SCD,Target,TARGETS
H1029,Herb,GCK,Target,TARGETS
H1029,Herb,KHK,Target,TARGETS
H1029,Herb,MTOR,Target,TARGETS
H1029,Herb,NFKB1,Target,TARGETS
H1029,Herb,CREB1,Target,TARGETS
H1029,Herb,NGF,Target,TARGETS
H1029,Herb,NR1H3,Target,TARGETS
H1029,Herb,ABCA1,Target,TARGETS
H1029,Herb,CRTC1,Target,TARGETS
H1029,Herb,HSP90B2P,Target,TARGETS
H1029,Herb,PGP,Target,TARGETS
H1029,Herb,MCL1,Target,TARGETS
H1029,Herb,VIM2P,Target,TARGETS
H1029,Herb,TXN,Target,TARGETS
H1029,Herb,PTX3,Target,TARGETS
H1029,Herb,AURKB,Target,TARGETS
H1029,Herb,MAPK8,Target,TARGETS
H1029,Herb,CEBPB,Target,TARGETS
H1029,Herb,SLPI,Target,TARGETS
H1029,Herb,VDR,Target,TARGETS
H1029,Herb,PRKCD,Target,TARGETS
H1029,Herb,JAK2,Target,TARGETS
H1029,Herb,F2,Target,TARGETS
H1029,Herb,ERN2,Target,TARGETS
H1029,Herb,HSPA1A;HSPA1B,Target,TARGETS
H1029,Herb,VIM,Target,TARGETS
H1029,Herb,CDH1,Target,TARGETS
H1029,Herb,GK,Target,TARGETS
H1029,Herb,CRH,Target,TARGETS
H1029,Herb,NLRP3,Target,TARGETS
H1029,Herb,BRCA1,Target,TARGETS
H1029,Herb,PTK2B,Target,TARGETS
H1029,Herb,MAPK3,Target,TARGETS
H1029,Herb,NRF1,Target,TARGETS
H1029,Herb,TJP1,Target,TARGETS
H1029,Herb,AXIN1,Target,TARGETS
H1029,Herb,LEF1,Target,TARGETS
H1029,Herb,AXIN2,Target,TARGETS
H1029,Herb,CLDN5,Target,TARGETS
H1029,Herb,UQCRC1,Target,TARGETS
H1029,Herb,NDUFV2,Target,TARGETS
H1029,Herb,MECP2,Target,TARGETS
H1029,Herb,XBP1,Target,TARGETS
H1029,Herb,DNAJC5,Target,TARGETS
H1029,Herb,HNRNPA1,Target,TARGETS
H1029,Herb,SLC16A1,Target,TARGETS
H1029,Herb,CYP2C19,Target,TARGETS
H1029,Herb,IL17A,Target,TARGETS
H1029,Herb,UGT1A9,Target,TARGETS
H1029,Herb,SIRT1,Target,TARGETS
H1029,Herb,PIK3CB,Target,TARGETS
H1029,Herb,TNFRSF10B,Target,TARGETS
H1029,Herb,FOSL1,Target,TARGETS
H1029,Herb,THBS1,Target,TARGETS
H1029,Herb,LYN,Target,TARGETS
H1029,Herb,MAOA,Target,TARGETS
H1029,Herb,GABRR3,Target,TARGETS
H1029,Herb,ATF4,Target,TARGETS
H1029,Herb,EIF2S1,Target,TARGETS
H1029,Herb,HVCN1,Target,TARGETS
H1029,Herb,MUC5AC,Target,TARGETS
H1029,Herb,P2RX4,Target,TARGETS
H1029,Herb,PTPN11,Target,TARGETS
H1029,Herb,CYP2E1,Target,TARGETS
H1029,Herb,LDLR,Target,TARGETS
H1029,Herb,USP10,Target,TARGETS
H1029,Herb,APOE,Target,TARGETS
H1029,Herb,BIRC2,Target,TARGETS
H1029,Herb,BIRC3,Target,TARGETS
H1029,Herb,PKB_RS07820,Target,TARGETS
H1029,Herb,BMPR2,Target,TARGETS
H1029,Herb,MIR21,Target,TARGETS
H1029,Herb,ESRRA,Target,TARGETS
H1029,Herb,RPS6KA3,Target,TARGETS
H1029,Herb,FOXP3,Target,TARGETS
H1029,Herb,CLDN2,Target,TARGETS
H1029,Herb,PLEK,Target,TARGETS
H1029,Herb,NSFL1C,Target,TARGETS
H1029,Herb,MCU,Target,TARGETS
H1029,Herb,HCAR2,Target,TARGETS
H1029,Herb,HP,Target,TARGETS
H1029,Herb,APOB,Target,TARGETS
H1029,Herb,LIPG,Target,TARGETS
H1029,Herb,CETP,Target,TARGETS
H1029,Herb,MAGEC3,Target,TARGETS
H1029,Herb,TRPV1,Target,TARGETS
H1029,Herb,DHFR,Target,TARGETS
H1029,Herb,KLF7,Target,TARGETS
H1029,Herb,MMP10,Target,TARGETS
H1029,Herb,Cyp2b1,Target,TARGETS
H1029,Herb,CEBPA,Target,TARGETS
H1029,Herb,ALB,Target,TARGETS
H1029,Herb,GJA1,Target,TARGETS
H1029,Herb,CASP7,Target,TARGETS
H1029,Herb,RXRA,Target,TARGETS
H1029,Herb,IRF3,Target,TARGETS
H1029,Herb,TEP1,Target,TARGETS
H1029,Herb,TIMP1,Target,TARGETS
H1029,Herb,DNMT3B,Target,TARGETS
H1029,Herb,IGF1R,Target,TARGETS
H1029,Herb,PRKCE,Target,TARGETS
H1029,Herb,BAD,Target,TARGETS
H1029,Herb,MDM2,Target,TARGETS
H1029,Herb,FOSB,Target,TARGETS
H1029,Herb,JUND,Target,TARGETS
H1029,Herb,JUNB,Target,TARGETS
H1029,Herb,EPHA2,Target,TARGETS
H1029,Herb,ME1,Target,TARGETS
H1029,Herb,CDK6,Target,TARGETS
H1029,Herb,ESR2,Target,TARGETS
H1029,Herb,CYP7A1,Target,TARGETS
H1029,Herb,HOXD1,Target,TARGETS
H1029,Herb,CYP3A7,Target,TARGETS
H1029,Herb,FAS,Target,TARGETS
H1029,Herb,MADD,Target,TARGETS
H1029,Herb,FGF2,Target,TARGETS
H1029,Herb,PCNA,Target,TARGETS
H1029,Herb,FGFR1,Target,TARGETS
H1029,Herb,KDR,Target,TARGETS
H1029,Herb,FLT1,Target,TARGETS
H1029,Herb,SP1,Target,TARGETS
H1029,Herb,MMP7,Target,TARGETS
H1029,Herb,PDGFB,Target,TARGETS
H1029,Herb,FYN,Target,TARGETS
H1030,Herb,CRH,Target,TARGETS
H1030,Herb,ESR1,Target,TARGETS
H1030,Herb,ESR2,Target,TARGETS
H1030,Herb,ACHE,Target,TARGETS
H1030,Herb,MC1R,Target,TARGETS
H1030,Herb,CYP1A2,Target,TARGETS
H1030,Herb,CYP2A6,Target,TARGETS
H1030,Herb,PTGS2,Target,TARGETS
H1030,Herb,CASP9,Target,TARGETS
H1030,Herb,CASP8,Target,TARGETS
H1030,Herb,CASP3,Target,TARGETS
H1030,Herb,BCL2,Target,TARGETS
H1030,Herb,BAX,Target,TARGETS
H1030,Herb,MAP2,Target,TARGETS
H1030,Herb,PRKAA2,Target,TARGETS
H1030,Herb,TGFB1,Target,TARGETS
H1030,Herb,PRKCA,Target,TARGETS
H1030,Herb,EDN1,Target,TARGETS
H1030,Herb,NFKB1,Target,TARGETS
H1030,Herb,NQO1,Target,TARGETS
H1030,Herb,MAOB,Target,TARGETS
H1030,Herb,CREB1,Target,TARGETS
H1030,Herb,MAPK1,Target,TARGETS
H1030,Herb,CDK9,Target,TARGETS
H1030,Herb,TP53,Target,TARGETS
H1030,Herb,PRKCD,Target,TARGETS
H1030,Herb,CTNNB1,Target,TARGETS
H1030,Herb,MMP13,Target,TARGETS
H1030,Herb,NOS2,Target,TARGETS
H1030,Herb,GSK3B,Target,TARGETS
H1030,Herb,CCND1,Target,TARGETS
H1030,Herb,BBC3,Target,TARGETS
H1030,Herb,CDKN1A,Target,TARGETS
H1030,Herb,CDKN1B,Target,TARGETS
H1030,Herb,IL6,Target,TARGETS
H1030,Herb,CXCL8,Target,TARGETS
H1030,Herb,MMP1,Target,TARGETS
H1030,Herb,HIF1A,Target,TARGETS
H1030,Herb,MCL1,Target,TARGETS
H1030,Herb,KDR,Target,TARGETS
H1030,Herb,MAPK11,Target,TARGETS
H1030,Herb,AKT1,Target,TARGETS
H1030,Herb,PTGS1,Target,TARGETS
H1030,Herb,FN1,Target,TARGETS
H1030,Herb,CCL2,Target,TARGETS
H1030,Herb,JUN,Target,TARGETS
H1030,Herb,RELA,Target,TARGETS
H1030,Herb,TNF,Target,TARGETS
H1030,Herb,VEGFA,Target,TARGETS
H1030,Herb,F3,Target,TARGETS
H1030,Herb,CFLAR,Target,TARGETS
H1030,Herb,CDK4,Target,TARGETS
H1030,Herb,EGFR,Target,TARGETS
H1030,Herb,TRAF2,Target,TARGETS
H1030,Herb,ERN1,Target,TARGETS
H1030,Herb,CCL26,Target,TARGETS
H1030,Herb,SPP1,Target,TARGETS
H1030,Herb,NEDD4L,Target,TARGETS
H1030,Herb,MUC5AC,Target,TARGETS
H1030,Herb,MMP9,Target,TARGETS
H1030,Herb,CYP2C19,Target,TARGETS
H1030,Herb,PPARA,Target,TARGETS
H1030,Herb,STAT3,Target,TARGETS
H1030,Herb,CNR1,Target,TARGETS
H1030,Herb,HSP90AA1,Target,TARGETS
H1030,Herb,KCNJ2,Target,TARGETS
H1030,Herb,APOA1,Target,TARGETS
H1030,Herb,CRP,Target,TARGETS
H1030,Herb,SLC5A1,Target,TARGETS
H1030,Herb,DRD3,Target,TARGETS
H1030,Herb,GPBAR1,Target,TARGETS
H1030,Herb,GMPPB,Target,TARGETS
H1030,Herb,CCL22,Target,TARGETS
H1030,Herb,VWF,Target,TARGETS
H1030,Herb,CALR,Target,TARGETS
H1030,Herb,NCF1,Target,TARGETS
H1030,Herb,DUOX2,Target,TARGETS
H1030,Herb,TRPA1,Target,TARGETS
H1030,Herb,CD36,Target,TARGETS
H1030,Herb,Cyp2b10,Target,TARGETS
