source,source_type,relation,target,target_type
34049474,Paper,MENTIONS,depression,Disease
34049474,Paper,MENTIONS,sucrose preference,Experiment_indicator
34049474,Paper,MENTIONS,elevated plus maze,Experiment_indicator
34049474,Paper,MENTIONS,berberine,Ingredient
34049474,Paper,MENTIONS,ginsenoside rb1,Ingredient
34049474,Paper,MENTIONS,rats,Species
34049474,Paper,MENTIONS,rat,Species
34049474,Paper,MENTIONS,bdnf,Target
35924058,Paper,MENTIONS,depression,Disease
35143936,Paper,MENTIONS,depression,Disease
35143936,Paper,MENTIONS,systematic review,Evidence
35143936,Paper,MENTIONS,meta-analysis,Evidence
35143936,Paper,MENTIONS,paeoniflorin,Ingredient
41033421,Paper,MENTIONS,depression,Disease
41033421,Paper,MENTIONS,network pharmacology,Evidence
41033421,Paper,MENTIONS,camp,Pathway
41033421,Paper,MENTIONS,pka,Pathway
41033421,Paper,MENTIONS,human,Species
41033421,Paper,MENTIONS,mouse,Species
41033421,Paper,MENTIONS,mice,Species
40657643,Paper,MENTIONS,depression,Disease
40657643,Paper,MENTIONS,salvianolic acid b,Ingredient
40657643,Paper,MENTIONS,ampk,Pathway
32810624,Paper,MENTIONS,depression,Disease
32810624,Paper,MENTIONS,network pharmacology,Evidence
32810624,Paper,MENTIONS,metabolomics,Evidence
32810624,Paper,MENTIONS,sucrose preference,Experiment_indicator
32810624,Paper,MENTIONS,forced swim test,Experiment_indicator
32810624,Paper,MENTIONS,mapk,Pathway
32810624,Paper,MENTIONS,arachidonic acid metabolism,Pathway
32810624,Paper,MENTIONS,rat,Species
22450800,Paper,MENTIONS,depression,Disease
22450800,Paper,MENTIONS,anxiety,Disease
22450800,Paper,MENTIONS,elevated plus maze,Experiment_indicator
22450800,Paper,MENTIONS,rats,Species
22450800,Paper,MENTIONS,rat,Species
22450800,Paper,MENTIONS,anxiety,Symptom
24974002,Paper,MENTIONS,depression,Disease
24974002,Paper,MENTIONS,major depressive disorder,Disease
24974002,Paper,MENTIONS,systematic review,Evidence
24974002,Paper,MENTIONS,meta-analysis,Evidence
41115486,Paper,MENTIONS,polygalae radix,Herb
41115486,Paper,MENTIONS,depression,Disease
41115486,Paper,MENTIONS,multi-omics,Evidence
41115486,Paper,MENTIONS,transcriptomics,Evidence
41115486,Paper,MENTIONS,metabolomics,Evidence
41115486,Paper,MENTIONS,zebrafish,Species
33069838,Paper,MENTIONS,polygalae radix,Herb
33069838,Paper,MENTIONS,depression,Disease
33069838,Paper,MENTIONS,insomnia,Symptom
37315645,Paper,MENTIONS,depression,Disease
37315645,Paper,MENTIONS,major depressive disorder,Disease
37315645,Paper,MENTIONS,molecular docking,Evidence
37315645,Paper,MENTIONS,paeoniflorin,Ingredient
37315645,Paper,MENTIONS,mice,Species
37315645,Paper,MENTIONS,hepg2 cell,Species
37315645,Paper,MENTIONS,human,Species
37315645,Paper,MENTIONS,mouse,Species
37745719,Paper,MENTIONS,depression,Disease
37745719,Paper,MENTIONS,network pharmacology,Evidence
37745719,Paper,MENTIONS,molecular docking,Evidence
37745719,Paper,MENTIONS,quercetin,Ingredient
37745719,Paper,MENTIONS,beta-sitosterol,Ingredient
37745719,Paper,MENTIONS,kaempferol,Ingredient
37745719,Paper,MENTIONS,jun,Target
37745719,Paper,MENTIONS,akt1,Target
37745719,Paper,MENTIONS,tp53,Target
37745719,Paper,MENTIONS,stat3,Target
25719303,Paper,MENTIONS,depression,Disease
25719303,Paper,MENTIONS,liquiritin,Ingredient
25719303,Paper,MENTIONS,curcumin,Ingredient
37258428,Paper,MENTIONS,protocol,Evidence
37258428,Paper,MENTIONS,body weight change,Experiment_indicator
37258428,Paper,MENTIONS,sucrose preference,Experiment_indicator
37258428,Paper,MENTIONS,rats,Species
37258428,Paper,MENTIONS,tlr4,Target
41218379,Paper,MENTIONS,adolescent depression,Disease
41218379,Paper,MENTIONS,depression,Disease
41218379,Paper,MENTIONS,molecular docking,Evidence
41218379,Paper,MENTIONS,z-ligustilide,Ingredient
41218379,Paper,MENTIONS,pka,Pathway
41218379,Paper,MENTIONS,ampk,Pathway
41218379,Paper,MENTIONS,rat,Species
41218379,Paper,MENTIONS,rats,Species
38479544,Paper,MENTIONS,depression,Disease
38479544,Paper,MENTIONS,network pharmacology,Evidence
38479544,Paper,MENTIONS,mice,Species
38479544,Paper,MENTIONS,stat3,Target
38479544,Paper,MENTIONS,akt1,Target
38479544,Paper,MENTIONS,il-6,Target
41237868,Paper,MENTIONS,anxiety,Disease
41237868,Paper,MENTIONS,depression,Disease
41237868,Paper,MENTIONS,metabolomics,Evidence
41237868,Paper,MENTIONS,tryptophan metabolism,Pathway
41237868,Paper,MENTIONS,rats,Species
41237868,Paper,MENTIONS,rat,Species
41237868,Paper,MENTIONS,anxiety,Symptom
41237868,Paper,MENTIONS,insomnia,Symptom
41237868,Paper,MENTIONS,il-1β,Target
41237868,Paper,MENTIONS,il-6,Target
35098831,Paper,MENTIONS,comorbid anxiety and depression,Disease
35098831,Paper,MENTIONS,anxiety,Disease
35098831,Paper,MENTIONS,depression,Disease
35098831,Paper,MENTIONS,network pharmacology,Evidence
35098831,Paper,MENTIONS,tnf,Pathway
35098831,Paper,MENTIONS,anxiety,Symptom
35098831,Paper,MENTIONS,akt1,Target
35098831,Paper,MENTIONS,jun,Target
35098831,Paper,MENTIONS,casp3,Target
37925093,Paper,MENTIONS,depression,Disease
37925093,Paper,MENTIONS,network pharmacology,Evidence
37925093,Paper,MENTIONS,liquiritin,Ingredient
37925093,Paper,MENTIONS,glycyrrhizic acid,Ingredient
37925093,Paper,MENTIONS,quercetin,Ingredient
41213440,Paper,MENTIONS,depression,Disease
41213440,Paper,MENTIONS,network pharmacology,Evidence
41213440,Paper,MENTIONS,molecular docking,Evidence
41213440,Paper,MENTIONS,saikosaponin a,Ingredient
41213440,Paper,MENTIONS,quercetin,Ingredient
41213440,Paper,MENTIONS,rutin,Ingredient
41213440,Paper,MENTIONS,saikosaponin d,Ingredient
41213440,Paper,MENTIONS,tnf,Pathway
41213440,Paper,MENTIONS,rats,Species
41213440,Paper,MENTIONS,rat,Species
41213440,Paper,MENTIONS,liver qi stagnation,Syndrome
41213440,Paper,MENTIONS,creb,Target
40907728,Paper,MENTIONS,depression,Disease
40907728,Paper,MENTIONS,network pharmacology,Evidence
40907728,Paper,MENTIONS,molecular docking,Evidence
40907728,Paper,MENTIONS,pc12 cell,Species
40907728,Paper,MENTIONS,drd2,Target
40290440,Paper,MENTIONS,depression,Disease
40290440,Paper,MENTIONS,sucrose preference,Experiment_indicator
40290440,Paper,MENTIONS,tail suspension test,Experiment_indicator
40290440,Paper,MENTIONS,locomotor activity,Experiment_indicator
40290440,Paper,MENTIONS,food intake,Experiment_indicator
40290440,Paper,MENTIONS,baicalin,Ingredient
40290440,Paper,MENTIONS,mice,Species
36676679,Paper,MENTIONS,post-stroke depression,Disease
36873540,Paper,MENTIONS,depression,Disease
36873540,Paper,MENTIONS,proteomics,Evidence
36873540,Paper,MENTIONS,open field test,Experiment_indicator
36873540,Paper,MENTIONS,rats,Species
38113631,Paper,MENTIONS,depression,Disease
38113631,Paper,MENTIONS,berberine,Ingredient
38113631,Paper,MENTIONS,mice,Species
38113631,Paper,MENTIONS,mouse,Species
38113631,Paper,MENTIONS,creb,Target
38113631,Paper,MENTIONS,bdnf,Target
37948105,Paper,MENTIONS,depression,Disease
37948105,Paper,MENTIONS,open field test,Experiment_indicator
37948105,Paper,MENTIONS,sucrose preference,Experiment_indicator
37948105,Paper,MENTIONS,camp,Pathway
37948105,Paper,MENTIONS,rats,Species
37948105,Paper,MENTIONS,hippocampal neuron,Species
37948105,Paper,MENTIONS,bdnf,Target
37948105,Paper,MENTIONS,trkb,Target
37948105,Paper,MENTIONS,creb,Target
38851983,Paper,MENTIONS,depression,Disease
38851983,Paper,MENTIONS,camp,Pathway
38851983,Paper,MENTIONS,mice,Species
38851983,Paper,MENTIONS,bdnf,Target
38851983,Paper,MENTIONS,jun,Target
38851983,Paper,MENTIONS,creb,Target
38851983,Paper,MENTIONS,trkb,Target
40403895,Paper,MENTIONS,depression,Disease
40403895,Paper,MENTIONS,network pharmacology,Evidence
40403895,Paper,MENTIONS,sucrose preference,Experiment_indicator
40403895,Paper,MENTIONS,tail suspension test,Experiment_indicator
40403895,Paper,MENTIONS,mtor,Pathway
40403895,Paper,MENTIONS,tnf,Pathway
40403895,Paper,MENTIONS,mice,Species
40403895,Paper,MENTIONS,mouse,Species
40403895,Paper,MENTIONS,mtor,Target
40403895,Paper,MENTIONS,akt1,Target
40403895,Paper,MENTIONS,il-6,Target
40906192,Paper,MENTIONS,depression,Disease
40906192,Paper,MENTIONS,major depressive disorder,Disease
40906192,Paper,MENTIONS,quercetin,Ingredient
40906192,Paper,MENTIONS,nf-kb,Pathway
40906192,Paper,MENTIONS,ampk,Pathway
38850305,Paper,MENTIONS,anxiety,Disease
38850305,Paper,MENTIONS,depression,Disease
38850305,Paper,MENTIONS,tnf,Pathway
38850305,Paper,MENTIONS,anxiety,Symptom
38850305,Paper,MENTIONS,insomnia,Symptom
38850305,Paper,MENTIONS,bdnf,Target
38850305,Paper,MENTIONS,il-6,Target
38850305,Paper,MENTIONS,il-1β,Target
32754030,Paper,MENTIONS,depression,Disease
32754030,Paper,MENTIONS,tail suspension test,Experiment_indicator
32754030,Paper,MENTIONS,open field test,Experiment_indicator
32754030,Paper,MENTIONS,camp,Pathway
32754030,Paper,MENTIONS,tnf,Pathway
32754030,Paper,MENTIONS,mice,Species
32754030,Paper,MENTIONS,bdnf,Target
32754030,Paper,MENTIONS,creb,Target
32754030,Paper,MENTIONS,il-6,Target
32754030,Paper,MENTIONS,il-1β,Target
40506009,Paper,MENTIONS,depression,Disease
40506009,Paper,MENTIONS,camp,Pathway
40506009,Paper,MENTIONS,mapk,Pathway
40506009,Paper,MENTIONS,mtor,Pathway
40506009,Paper,MENTIONS,creb,Target
40506009,Paper,MENTIONS,mtor,Target
34979889,Paper,MENTIONS,depressive disorder,Disease
34979889,Paper,MENTIONS,depression,Disease
34979889,Paper,MENTIONS,anxiety,Disease
34979889,Paper,MENTIONS,anxiety,Symptom
34979889,Paper,MENTIONS,weight loss,Symptom
34979889,Paper,MENTIONS,bdnf,Target
37944872,Paper,MENTIONS,depression,Disease
37944872,Paper,MENTIONS,sucrose preference,Experiment_indicator
37944872,Paper,MENTIONS,bdnf-trkb,Pathway
37944872,Paper,MENTIONS,pc12 cell,Species
37944872,Paper,MENTIONS,rat,Species
37944872,Paper,MENTIONS,rats,Species
37944872,Paper,MENTIONS,bdnf,Target
37944872,Paper,MENTIONS,trkb,Target
37944872,Paper,MENTIONS,creb,Target
37612866,Paper,MENTIONS,depression,Disease
37612866,Paper,MENTIONS,anxiety,Disease
37612866,Paper,MENTIONS,systematic review,Evidence
37612866,Paper,MENTIONS,protocol,Evidence
37612866,Paper,MENTIONS,tnf,Pathway
37612866,Paper,MENTIONS,anxiety,Symptom
37612866,Paper,MENTIONS,bdnf,Target
37612866,Paper,MENTIONS,il-1β,Target
41242308,Paper,MENTIONS,depression,Disease
41242308,Paper,MENTIONS,major depressive disorder,Disease
41242308,Paper,MENTIONS,anxiety,Disease
41242308,Paper,MENTIONS,metabolomics,Evidence
41242308,Paper,MENTIONS,sucrose preference,Experiment_indicator
41242308,Paper,MENTIONS,elevated plus maze,Experiment_indicator
41242308,Paper,MENTIONS,shenling kaixin granules,Formula
41242308,Paper,MENTIONS,mice,Species
41242308,Paper,MENTIONS,mouse,Species
41242308,Paper,MENTIONS,weight loss,Symptom
41242308,Paper,MENTIONS,anhedonia,Symptom
41242308,Paper,MENTIONS,anxiety,Symptom
41242308,Paper,MENTIONS,creb,Target
41242308,Paper,MENTIONS,bdnf,Target
41242308,Paper,MENTIONS,tlr4,Target
39408591,Paper,MENTIONS,depression,Disease
39408591,Paper,MENTIONS,network pharmacology,Evidence
39408591,Paper,MENTIONS,molecular docking,Evidence
39408591,Paper,MENTIONS,baicalin,Ingredient
39408591,Paper,MENTIONS,mice,Species
39408591,Paper,MENTIONS,akt1,Target
39408591,Paper,MENTIONS,tp53,Target
39408591,Paper,MENTIONS,casp3,Target
38457106,Paper,MENTIONS,depression,Disease
38457106,Paper,MENTIONS,mood disorder,Disease
38457106,Paper,MENTIONS,mice,Species
38457106,Paper,MENTIONS,sadness,Symptom
40881230,Paper,MENTIONS,major depressive disorder,Disease
40881230,Paper,MENTIONS,depression,Disease
40881230,Paper,MENTIONS,paeoniflorin,Ingredient
40881230,Paper,MENTIONS,rats,Species
40881230,Paper,MENTIONS,anhedonia,Symptom
40769438,Paper,MENTIONS,depression,Disease
40769438,Paper,MENTIONS,major depressive disorder,Disease
40769438,Paper,MENTIONS,grip strength test,Experiment_indicator
40769438,Paper,MENTIONS,sucrose preference,Experiment_indicator
40769438,Paper,MENTIONS,tail suspension test,Experiment_indicator
40769438,Paper,MENTIONS,tnf,Pathway
40769438,Paper,MENTIONS,nf-kb,Pathway
40769438,Paper,MENTIONS,mouse,Species
40769438,Paper,MENTIONS,mice,Species
40769438,Paper,MENTIONS,fatigue,Symptom
40769438,Paper,MENTIONS,qi deficiency,Syndrome
40769438,Paper,MENTIONS,il-1β,Target
36604883,Paper,MENTIONS,depression,Disease
36604883,Paper,MENTIONS,wuling capsules,Formula
36604883,Paper,MENTIONS,salvianolic acid b,Ingredient
36604883,Paper,MENTIONS,rats,Species
36604883,Paper,MENTIONS,rat,Species
36604883,Paper,MENTIONS,liver qi stagnation,Syndrome
36604883,Paper,MENTIONS,spleen deficiency,Syndrome
36604883,Paper,MENTIONS,blood stasis,Syndrome
33120798,Paper,MENTIONS,cancer-related depression,Disease
33120798,Paper,MENTIONS,mood disorder,Disease
33120798,Paper,MENTIONS,depression,Disease
33120798,Paper,MENTIONS,protocol,Evidence
33120798,Paper,MENTIONS,systematic review,Evidence
33120798,Paper,MENTIONS,meta-analysis,Evidence
33120798,Paper,MENTIONS,patient,Species
33120798,Paper,MENTIONS,qi stagnation,Syndrome
40134975,Paper,MENTIONS,depressive disorder,Disease
40134975,Paper,MENTIONS,depression,Disease
40134975,Paper,MENTIONS,cohort study,Evidence
40134975,Paper,MENTIONS,liver qi stagnation,Syndrome
40134975,Paper,MENTIONS,qi stagnation,Syndrome
25821499,Paper,MENTIONS,depression,Disease
25821499,Paper,MENTIONS,yin deficiency,Syndrome
39367470,Paper,MENTIONS,depression,Disease
39367470,Paper,MENTIONS,adolescent depression,Disease
40945253,Paper,MENTIONS,adolescent depression,Disease
40945253,Paper,MENTIONS,depression,Disease
40945253,Paper,MENTIONS,network pharmacology,Evidence
40945253,Paper,MENTIONS,molecular docking,Evidence
40945253,Paper,MENTIONS,forced swim test,Experiment_indicator
40945253,Paper,MENTIONS,tail suspension test,Experiment_indicator
40945253,Paper,MENTIONS,sucrose preference,Experiment_indicator
40945253,Paper,MENTIONS,mice,Species
40945253,Paper,MENTIONS,tlr4,Target
40727849,Paper,MENTIONS,adolescent depression,Disease
40727849,Paper,MENTIONS,depression,Disease
40727849,Paper,MENTIONS,protocol,Evidence
40727849,Paper,MENTIONS,randomized controlled trial,Evidence
31259837,Paper,MENTIONS,postpartum depression,Disease
31259837,Paper,MENTIONS,depression,Disease
31259837,Paper,MENTIONS,systematic review,Evidence
31259837,Paper,MENTIONS,meta-analysis,Evidence
29907576,Paper,MENTIONS,postpartum depression,Disease
29907576,Paper,MENTIONS,depression,Disease
29907576,Paper,MENTIONS,systematic review,Evidence
29907576,Paper,MENTIONS,meta-analysis,Evidence
29907576,Paper,MENTIONS,protocol,Evidence
41376232,Paper,MENTIONS,postpartum depression,Disease
41376232,Paper,MENTIONS,depression,Disease
41376232,Paper,MENTIONS,insomnia,Symptom
36867647,Paper,MENTIONS,postpartum depression,Disease
36867647,Paper,MENTIONS,qualitative study,Evidence
36867647,Paper,MENTIONS,patient,Species
39247617,Paper,MENTIONS,depression,Disease
39247617,Paper,MENTIONS,anxiety,Disease
39247617,Paper,MENTIONS,adolescent depression,Disease
39247617,Paper,MENTIONS,network pharmacology,Evidence
39247617,Paper,MENTIONS,molecular docking,Evidence
39247617,Paper,MENTIONS,quercetin,Ingredient
39247617,Paper,MENTIONS,luteolin,Ingredient
39247617,Paper,MENTIONS,kaempferol,Ingredient
39247617,Paper,MENTIONS,formononetin,Ingredient
39247617,Paper,MENTIONS,nobiletin,Ingredient
39247617,Paper,MENTIONS,tnf,Pathway
39247617,Paper,MENTIONS,hif-1 signaling pathway,Pathway
39247617,Paper,MENTIONS,pi3k-akt,Pathway
39247617,Paper,MENTIONS,rats,Species
39247617,Paper,MENTIONS,anxiety,Symptom
39247617,Paper,MENTIONS,stat3,Target
39247617,Paper,MENTIONS,akt1,Target
39247617,Paper,MENTIONS,tp53,Target
39247617,Paper,MENTIONS,vegfa,Target
39247617,Paper,MENTIONS,casp3,Target
37015141,Paper,MENTIONS,late-life depression,Disease
37015141,Paper,MENTIONS,systematic review,Evidence
37015141,Paper,MENTIONS,meta-analysis,Evidence
35960108,Paper,MENTIONS,postpartum depression,Disease
35960108,Paper,MENTIONS,protocol,Evidence
27774110,Paper,MENTIONS,postpartum depression,Disease
27774110,Paper,MENTIONS,systematic review,Evidence
41074408,Paper,MENTIONS,adolescent depression,Disease
41074408,Paper,MENTIONS,depression,Disease
41074408,Paper,MENTIONS,clinical trial,Evidence
31016194,Paper,MENTIONS,postpartum depression,Disease
31016194,Paper,MENTIONS,systematic review,Evidence
31016194,Paper,MENTIONS,meta-analysis,Evidence
35910879,Paper,MENTIONS,postpartum depression,Disease
37068818,Paper,MENTIONS,treatment-resistant depression,Disease
37068818,Paper,MENTIONS,depression,Disease
37068818,Paper,MENTIONS,anxiety,Disease
37068818,Paper,MENTIONS,randomized controlled trial,Evidence
37068818,Paper,MENTIONS,anxiety,Symptom
37266323,Paper,MENTIONS,postpartum depression,Disease
37266323,Paper,MENTIONS,depression,Disease
40753796,Paper,MENTIONS,depression,Disease
40753796,Paper,MENTIONS,treatment-resistant depression,Disease
40753796,Paper,MENTIONS,patient,Species
35926637,Paper,MENTIONS,postpartum depression,Disease
35926637,Paper,MENTIONS,depression,Disease
35926637,Paper,MENTIONS,systematic review,Evidence
29454341,Paper,MENTIONS,depression,Disease
29454341,Paper,MENTIONS,post-stroke depression,Disease
29454341,Paper,MENTIONS,postpartum depression,Disease
29454341,Paper,MENTIONS,systematic review,Evidence
29454341,Paper,MENTIONS,meta-analysis,Evidence
40469980,Paper,MENTIONS,adolescent depression,Disease
40469980,Paper,MENTIONS,depression,Disease
40469980,Paper,MENTIONS,anxiety,Disease
40469980,Paper,MENTIONS,sinisan,Formula
40469980,Paper,MENTIONS,rats,Species
40469980,Paper,MENTIONS,anxiety,Symptom
40778325,Paper,MENTIONS,adolescent depression,Disease
40778325,Paper,MENTIONS,depression,Disease
40778325,Paper,MENTIONS,protocol,Evidence
40778325,Paper,MENTIONS,systematic review,Evidence
40778325,Paper,MENTIONS,meta-analysis,Evidence
39323936,Paper,MENTIONS,postpartum depression,Disease
39323936,Paper,MENTIONS,depression,Disease
39323936,Paper,MENTIONS,anxiety,Disease
39323936,Paper,MENTIONS,systematic review,Evidence
39323936,Paper,MENTIONS,meta-analysis,Evidence
39323936,Paper,MENTIONS,anxiety,Symptom
15010661,Paper,MENTIONS,postpartum depression,Disease
29540339,Paper,MENTIONS,postpartum depression,Disease
29540339,Paper,MENTIONS,depression,Disease
29540339,Paper,MENTIONS,patient,Species
38449668,Paper,MENTIONS,postpartum depression,Disease
38449668,Paper,MENTIONS,depression,Disease
38449668,Paper,MENTIONS,rat,Species
38449668,Paper,MENTIONS,rats,Species
38915473,Paper,MENTIONS,depression,Disease
38915473,Paper,MENTIONS,erxian decoction,Formula
40195969,Paper,MENTIONS,postpartum depression,Disease
40195969,Paper,MENTIONS,depression,Disease
40195969,Paper,MENTIONS,meta-analysis,Evidence
39319351,Paper,MENTIONS,depression,Disease
39319351,Paper,MENTIONS,postpartum depression,Disease
39319351,Paper,MENTIONS,randomized controlled trial,Evidence
32765632,Paper,MENTIONS,postpartum depression,Disease
32765632,Paper,MENTIONS,cross-sectional study,Evidence
34369698,Paper,MENTIONS,postpartum depression,Disease
34369698,Paper,MENTIONS,depression,Disease
38726147,Paper,MENTIONS,postpartum depression,Disease
38726147,Paper,MENTIONS,sucrose preference,Experiment_indicator
38726147,Paper,MENTIONS,shenqi jieyu formula,Formula
38726147,Paper,MENTIONS,tnf,Pathway
38726147,Paper,MENTIONS,rats,Species
38726147,Paper,MENTIONS,rat,Species
38726147,Paper,MENTIONS,cox-2,Target
38726147,Paper,MENTIONS,il-6,Target
38726147,Paper,MENTIONS,il-1β,Target
36951085,Paper,MENTIONS,gv20,Acupoint
36951085,Paper,MENTIONS,sp6,Acupoint
36951085,Paper,MENTIONS,lr3,Acupoint
36951085,Paper,MENTIONS,pc6,Acupoint
36951085,Paper,MENTIONS,st36,Acupoint
36951085,Paper,MENTIONS,ht7,Acupoint
36951085,Paper,MENTIONS,bl15,Acupoint
36951085,Paper,MENTIONS,bl18,Acupoint
36951085,Paper,MENTIONS,bl20,Acupoint
36951085,Paper,MENTIONS,cv4,Acupoint
36951085,Paper,MENTIONS,li4,Acupoint
36951085,Paper,MENTIONS,cv6,Acupoint
36951085,Paper,MENTIONS,ex-hn1,Acupoint
36951085,Paper,MENTIONS,postpartum depression,Disease
36951085,Paper,MENTIONS,depression,Disease
35089211,Paper,MENTIONS,postpartum depression,Disease
35089211,Paper,MENTIONS,anxiety,Disease
35089211,Paper,MENTIONS,depression,Disease
35089211,Paper,MENTIONS,protocol,Evidence
35089211,Paper,MENTIONS,systematic review,Evidence
35089211,Paper,MENTIONS,meta-analysis,Evidence
35089211,Paper,MENTIONS,patient,Species
35089211,Paper,MENTIONS,anxiety,Symptom
41409594,Paper,MENTIONS,postpartum depression,Disease
41409594,Paper,MENTIONS,patient,Species
38026979,Paper,MENTIONS,depression,Disease
38026979,Paper,MENTIONS,adolescent depression,Disease
38026979,Paper,MENTIONS,anxiety,Disease
38026979,Paper,MENTIONS,sucrose preference,Experiment_indicator
38026979,Paper,MENTIONS,tail suspension test,Experiment_indicator
38026979,Paper,MENTIONS,open field test,Experiment_indicator
38026979,Paper,MENTIONS,elevated plus maze,Experiment_indicator
38026979,Paper,MENTIONS,mice,Species
38026979,Paper,MENTIONS,anxiety,Symptom
36316904,Paper,MENTIONS,postpartum depression,Disease
36316904,Paper,MENTIONS,network pharmacology,Evidence
36316904,Paper,MENTIONS,molecular docking,Evidence
36316904,Paper,MENTIONS,baihe zhimu decoction,Formula
36316904,Paper,MENTIONS,mtor,Pathway
36316904,Paper,MENTIONS,esr1,Target
36316904,Paper,MENTIONS,maoa,Target
36316904,Paper,MENTIONS,vegfa,Target
36316904,Paper,MENTIONS,mtor,Target
35244051,Paper,MENTIONS,postpartum depression,Disease
35244051,Paper,MENTIONS,protocol,Evidence
35244051,Paper,MENTIONS,systematic review,Evidence
35244051,Paper,MENTIONS,meta-analysis,Evidence
34490139,Paper,MENTIONS,postpartum depression,Disease
34490139,Paper,MENTIONS,919 syrup,Formula
34490139,Paper,MENTIONS,mice,Species
36126781,Paper,MENTIONS,depression,Disease
36126781,Paper,MENTIONS,anxiety,Disease
36126781,Paper,MENTIONS,network pharmacology,Evidence
36126781,Paper,MENTIONS,open field test,Experiment_indicator
36126781,Paper,MENTIONS,sucrose preference,Experiment_indicator
36126781,Paper,MENTIONS,tail suspension test,Experiment_indicator
36126781,Paper,MENTIONS,mapk,Pathway
36126781,Paper,MENTIONS,calcium signaling pathway,Pathway
36126781,Paper,MENTIONS,camp,Pathway
36126781,Paper,MENTIONS,mice,Species
36126781,Paper,MENTIONS,anxiety,Symptom
36126781,Paper,MENTIONS,bdnf,Target
36126781,Paper,MENTIONS,erk1/2,Target
39241390,Paper,MENTIONS,Glycyrrhizae radix,Herb
39241390,Paper,MENTIONS,Astragali radix,Herb
39241390,Paper,MENTIONS,depression,Disease
39241390,Paper,MENTIONS,anxiety,Disease
39241390,Paper,MENTIONS,network pharmacology,Evidence
39241390,Paper,MENTIONS,molecular docking,Evidence
39241390,Paper,MENTIONS,pc12 cell,Species
39241390,Paper,MENTIONS,mice,Species
39241390,Paper,MENTIONS,mouse,Species
39241390,Paper,MENTIONS,anxiety,Symptom
39241390,Paper,MENTIONS,slc6a3,Target
39241390,Paper,MENTIONS,htr1a,Target
39241390,Paper,MENTIONS,drd2,Target
39241390,Paper,MENTIONS,gabra1,Target
38296172,Paper,MENTIONS,depressive disorder,Disease
38296172,Paper,MENTIONS,depression,Disease
38296172,Paper,MENTIONS,molecular docking,Evidence
38296172,Paper,MENTIONS,berberine,Ingredient
38296172,Paper,MENTIONS,camp,Pathway
38296172,Paper,MENTIONS,pka,Pathway
38296172,Paper,MENTIONS,mice,Species
38296172,Paper,MENTIONS,mouse,Species
38296172,Paper,MENTIONS,hippocampal neuron,Species
38296172,Paper,MENTIONS,creb,Target
34627986,Paper,MENTIONS,depression,Disease
34627986,Paper,MENTIONS,anxiety,Disease
34627986,Paper,MENTIONS,transcriptomics,Evidence
34627986,Paper,MENTIONS,molecular docking,Evidence
34627986,Paper,MENTIONS,elevated plus maze,Experiment_indicator
34627986,Paper,MENTIONS,forced swim test,Experiment_indicator
34627986,Paper,MENTIONS,mice,Species
34627986,Paper,MENTIONS,mouse,Species
34627986,Paper,MENTIONS,anxiety,Symptom
34627986,Paper,MENTIONS,insomnia,Symptom
34627986,Paper,MENTIONS,il-6,Target
34627986,Paper,MENTIONS,il-1β,Target
38490155,Paper,MENTIONS,depression,Disease
38490155,Paper,MENTIONS,anxiety,Disease
38490155,Paper,MENTIONS,network pharmacology,Evidence
38490155,Paper,MENTIONS,cynaroside,Ingredient
38490155,Paper,MENTIONS,mice,Species
38490155,Paper,MENTIONS,anxiety,Symptom
38490155,Paper,MENTIONS,anhedonia,Symptom
39385284,Paper,MENTIONS,major depressive disorder,Disease
39385284,Paper,MENTIONS,molecular docking,Evidence
39385284,Paper,MENTIONS,quercetin,Ingredient
39385284,Paper,MENTIONS,kaempferol,Ingredient
39385284,Paper,MENTIONS,luteolin,Ingredient
39385284,Paper,MENTIONS,akt1,Target
39385284,Paper,MENTIONS,mapk1,Target
39385284,Paper,MENTIONS,myc,Target
39385284,Paper,MENTIONS,egf,Target
39385284,Paper,MENTIONS,hsp90aa1,Target
38815404,Paper,MENTIONS,cancer-related depression,Disease
38815404,Paper,MENTIONS,network pharmacology,Evidence
38815404,Paper,MENTIONS,molecular docking,Evidence
38815404,Paper,MENTIONS,sucrose preference,Experiment_indicator
38815404,Paper,MENTIONS,quercetin,Ingredient
38815404,Paper,MENTIONS,mice,Species
40547671,Paper,MENTIONS,depression,Disease
40547671,Paper,MENTIONS,multi-omics,Evidence
40547671,Paper,MENTIONS,network pharmacology,Evidence
40547671,Paper,MENTIONS,transcriptomics,Evidence
40547671,Paper,MENTIONS,proteomics,Evidence
40547671,Paper,MENTIONS,molecular docking,Evidence
40547671,Paper,MENTIONS,sucrose preference,Experiment_indicator
40547671,Paper,MENTIONS,open field test,Experiment_indicator
40547671,Paper,MENTIONS,forced swim test,Experiment_indicator
40547671,Paper,MENTIONS,mtor,Pathway
40547671,Paper,MENTIONS,tnf,Pathway
40547671,Paper,MENTIONS,rats,Species
40547671,Paper,MENTIONS,rat,Species
40547671,Paper,MENTIONS,weight loss,Symptom
40547671,Paper,MENTIONS,mtor,Target
40547671,Paper,MENTIONS,il-1β,Target
39467428,Paper,MENTIONS,depression,Disease
39467428,Paper,MENTIONS,molecular docking,Evidence
39467428,Paper,MENTIONS,rutin,Ingredient
39467428,Paper,MENTIONS,mice,Species
39467428,Paper,MENTIONS,ppar-γ,Target
