Compound Id,Pref Name,CAS,Pubchem ID,Chembl ID,Formula,Smiles,Herb ID
C0110,Glycyrrhizin,CAS:103000-77-7,CID:14982,CHEMBL441687,C42H62O16,CC1(C2CCC3(C(C2(CCC1OC4C(C(C(C(O4)C(=O)O)O)O)OC5C(C(C(C(O5)C(=O)O)O)O)O)C)C(=O)C=C6C3(CCC7(C6CC(CC7)(C)C(=O)O)C)C)C)C,H1074
C0242,Naringenin,CAS:480-41-1,CID:439246,CHEMBL9352,C15H12O5,Oc1ccc(cc1)[C@@H]1CC(=O)c2c(O1)cc(cc2O)O,H1074
C0089,Galangin,CAS:548-83-4,CID:5281616,CHEMBL309490,C15H10O5,C1=CC=C(C=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,H1074
C0935,Astragalin,CAS:480-10-4,CID:5282102,CHEMBL233930,C21H20O11,OC[C@H]1O[C@@H](Oc2c(oc3c(c2=O)c(O)cc(c3)O)c2ccc(cc2)O)[C@@H]([C@H]([C@@H]1O)O)O,H1074
C0045,Epicatechin Gallate,CAS:1257-08-5,CID:107905,CHEMBL36327,C22H18O10,Oc1cc(O)c2c(c1)O[C@@H]([C@@H](C2)OC(=O)c1cc(O)c(c(c1)O)O)c1ccc(c(c1)O)O,H1074
C1243,Cinnamic Acid,CAS:621-82-9,CID:444539,CHEMBL27246,C9H8O2,C1=CC=C(C=C1)C=CC(=O)O,H1074
C1259,Coumarin,CAS:91-64-5,CID:323,CHEMBL6466,C9H6O2,C1=CC=C2C(=C1)C=CC(=O)O2,H1074
C0013,Dibenzoylmethane,CAS:120-46-7,CID:8433,CHEMBL371523,C15H12O2,O=C(c1ccccc1)CC(=O)c1ccccc1,H1074
C1178,Beta-Sitosterol,None,CID:222284,CHEMBL221542,C29H50O,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,H1074
C0905,Anethole,CAS:104-46-1,CID:637563,CHEMBL452630,C10H12O,CC=CC1=CC=C(C=C1)OC,H1074
C0377,Rutin,CAS:153-18-4,CID:5280805,CHEMBL226335,C27H30O16,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O,H1074
C0101,Genistein,CAS:446-72-0,CID:5280961,CHEMBL44,C15H10O5,C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O,H1074
C0053,Esculetin,CAS:305-01-1,CID:5281416,CHEMBL244743,C9H6O4,C1=CC(=O)OC2=CC(=C(C=C21)O)O,H1074
C0836,8-Prenylapigenin,CAS:72357-31-4,CID:10246505,CHEMBL371562,C20H18O5,CC(=CCc1c(O)cc(c2c1oc(cc2=O)c1ccc(cc1)O)O)C,H1074
C0602,"2,3,9,10-Tetramethoxy-6,8,13,13A-Tetrahydro-5H-Isoquinolino[2,1-B]Isoquinoline",CAS:2934-97-6,CID:5417,CHEMBL187892,C21H25NO4,COc1cc2CCN3C(c2cc1OC)Cc1c(C3)c(OC)c(cc1)OC,H1074
C0493,Licochalcone D,CAS:144506-15-0,CID:10473311,CHEMBL1644932,C21H22O5,COc1c(/C=C/C(=O)c2ccc(c(c2)CC=C(C)C)O)ccc(c1O)O,H1074
C0808,"5,7-Dihydroxy-2-(4-Hydroxyphenyl)-2,3-Dihydrochromen-4-One",None,CID:932,CHEMBL32571,C15H12O5,C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O,H1074
C0185,Licoagrochacone A,None,CID:5318998,CHEMBL139702,C21H22O4,CC(C)(C=C)C1=C(C=C(C(=C1)C=CC(=O)C2=CC=C(C=C2)O)OC)O,H1074
C0262,Oleanolic_Acid,None,CID:10494,CHEMBL168,C30H48O3,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1)C)C(=O)O)C,H1074
C0333,Protocatechuic Acid,CAS:99-50-3,CID:72,CHEMBL37537,C7H6O4,C1=CC(=C(C=C1C(=O)O)O)O,H0128
C0090,Gallic Acid,CAS:149-91-7,CID:370,CHEMBL288114,C7H6O5,C1=C(C=C(C(=C1O)O)O)C(=O)O,H0128
C1252,Corilagin,CAS:23094-69-1,CID:73568,CHEMBL449392,C27H22O18,C1C2C(C(C(C(O2)OC(=O)C3=CC(=C(C(=C3)O)O)O)O)OC(=O)C4=CC(=C(C(=C4C5=C(C(=C(C=C5C(=O)O1)O)O)O)O)O)O)O,H0128
C0352,Quercetin,CAS:117-39-5,CID:5280343,CHEMBL50,C15H10O7,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,H0128
C0354,Quercitrin,CAS:522-12-3,CID:5280459,CHEMBL82242,C21H20O11,Oc1cc(O)c2c(c1)oc(c(c2=O)O[C@@H]1O[C@@H](C)[C@@H]([C@H]([C@H]1O)O)O)c1ccc(c(c1)O)O,H0128
C0156,Isoquercetin,CAS:482-35-9,CID:5280804,CHEMBL250450,C21H20O12,OC[C@H]1O[C@@H](Oc2c(oc3c(c2=O)c(O)cc(c3)O)c2ccc(c(c2)O)O)[C@@H]([C@H]([C@@H]1O)O)O,H0128
C0377,Rutin,CAS:153-18-4,CID:5280805,CHEMBL226335,C27H30O16,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O,H0128
C0164,Kaempferol,CAS:520-18-3,CID:5280863,CHEMBL150,C15H10O6,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,H0128
C0133,Hyperoside,CAS:482-36-0,CID:5281643,CHEMBL251254,C21H20O12,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O)O,H0128
C0039,Ellagic Acid,CAS:476-66-4,CID:5281855,CHEMBL6246,C14H6O8,C1=C2C3=C(C(=C1O)O)OC(=O)C4=CC(=C(C(=C43)OC2=O)O)O,H0128
C0526,Geraniin,CAS:81905-83-1,CID:3001497,CHEMBL506069,C41H28O27,O=C(c1cc(O)c(c(c1)O)O)O[C@@H]1O[C@@H]2COC(=O)c3cc(O)c(c(c3c3c(C(=O)O[C@@H]4[C@H]1OC(=O)c1cc(O)c(c5c1[C@@H]1C(=CC(=O)[C@](O5)(C1(O)O)O)C(=O)O[C@H]24)O)cc(O)c(c3O)O)O)O,H0128
C0354,Quercitrin,CAS:522-12-3,CID:5280459,CHEMBL82242,C21H20O11,Oc1cc(O)c2c(c1)oc(c(c2=O)O[C@@H]1O[C@@H](C)[C@@H]([C@H]([C@H]1O)O)O)c1ccc(c(c1)O)O,H0655
C0377,Rutin,CAS:153-18-4,CID:5280805,CHEMBL226335,C27H30O16,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O,H0655
C0918,Arbutin,CAS:497-76-7,CID:440936,CHEMBL232202,C12H16O7,OC[C@H]1O[C@@H](Oc2ccc(cc2)O)[C@@H]([C@H]([C@@H]1O)O)O,H0655
C0156,Isoquercetin,CAS:482-35-9,CID:5280804,CHEMBL250450,C21H20O12,OC[C@H]1O[C@@H](Oc2c(oc3c(c2=O)c(O)cc(c3)O)c2ccc(c(c2)O)O)[C@@H]([C@H]([C@@H]1O)O)O,H0655
C1259,Coumarin,CAS:91-64-5,CID:323,CHEMBL6466,C9H6O2,C1=CC=C2C(=C1)C=CC(=O)O2,H0655
C0935,Astragalin,CAS:480-10-4,CID:5282102,CHEMBL233930,C21H20O11,OC[C@H]1O[C@@H](Oc2c(oc3c(c2=O)c(O)cc(c3)O)c2ccc(cc2)O)[C@@H]([C@H]([C@@H]1O)O)O,H0655
C0174,Lanatoside C,CAS:17575-22-3,CID:656630,CHEMBL506569,C49H76O20,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](C)O[C@H](C[C@@H]2OC(=O)C)O[C@H]2[C@@H](O)C[C@@H](O[C@@H]2C)O[C@H]2[C@@H](O)C[C@@H](O[C@@H]2C)O[C@H]2CC[C@]3([C@@H](C2)CC[C@@H]2[C@@H]3C[C@@H](O)[C@]3([C@]2(O)CC[C@@H]3C2=CC(=O)OC2)C)C)[C@@H]([C@H]([C@@H]1O)O)O,H0685
C1240,Chrysophanol,CAS:481-74-3,CID:10208,CHEMBL41092,C15H10O4,Cc1cc(O)c2c(c1)C(=O)c1c(C2=O)c(O)ccc1,H0685
C0369,Rhein,CAS:478-43-3,CID:10168,CHEMBL418068,C15H8O6,C1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3O)C(=O)O,H0685
C0020,Digoxin,CAS:20830-75-5,CID:2724385,CHEMBL1751,C41H64O14,O=C1OCC(=C1)[C@H]1CC[C@]2([C@]1(C)[C@H](O)C[C@H]1[C@H]2CC[C@H]2[C@]1(C)CC[C@@H](C2)O[C@H]1C[C@H](O)[C@@H]([C@H](O1)C)O[C@H]1C[C@H](O)[C@@H]([C@H](O1)C)O[C@H]1C[C@H](O)[C@@H]([C@H](O1)C)O)O,H0685
C0019,Digitoxin,CAS:71-63-6,CID:441207,CHEMBL254219,C41H64O13,O=C1OCC(=C1)[C@H]1CC[C@]2([C@]1(C)CC[C@H]1[C@H]2CC[C@H]2[C@]1(C)CC[C@@H](C2)O[C@H]1C[C@H](O)[C@@H]([C@H](O1)C)O[C@H]1C[C@H](O)[C@@H]([C@H](O1)C)O[C@H]1C[C@H](O)[C@@H]([C@H](O1)C)O)O,H0685
C0337,Puerarin,CAS:3681-99-0,CID:5281807,CHEMBL486386,C21H20O9,OC[C@H]1O[C@H]([C@@H]([C@H]([C@@H]1O)O)O)c1c(O)ccc2c1occ(c2=O)c1ccc(cc1)O,H0685
C0881,Aloe-Emodin,None,CID:10207,CHEMBL40275,C15H10O5,C1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3O)CO,H0685
C0266,Orcinol,CAS:504-15-4,CID:10436,CHEMBL110059,C7H8O2,Cc1cc(O)cc(c1)O,H0685
C1194,Boswellic Acid,None,CID:168928,CHEMBL267225,C30H48O3,C[C@@H]1CC[C@]2([C@@H]([C@H]1C)C1=CC[C@H]3[C@@]([C@@]1(CC2)C)(C)CC[C@@H]1[C@]3(C)CC[C@H]([C@]1(C)C(=O)O)O)C,H0685
C0162,Jatrorrhizine,None,CID:72323,CHEMBL251055,C20H19NO4,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC(=C(C=C4CC3)O)OC)OC,H0376
C0286,Palmitine,None,CID:19009,CHEMBL206106,C21H22NO4,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC(=C(C=C4CC3)OC)OC)OC,H0376
C0352,Quercetin,CAS:117-39-5,CID:5280343,CHEMBL50,C15H10O7,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,H0379
C0090,Gallic Acid,CAS:149-91-7,CID:370,CHEMBL288114,C7H6O5,C1=C(C=C(C(=C1O)O)O)C(=O)O,H0379
C1203,Caffeic Acid,CAS:331-39-5,CID:689043,CHEMBL145,C9H8O4,C1=CC(=C(C=C1C=CC(=O)O)O)O,H0379
C0392,Scopoletin,CAS:92-61-5,CID:5280460,CHEMBL71851,C10H8O4,COc1cc2ccc(=O)oc2cc1O,H0379
C0433,Taxifolin,CAS:480-18-2,CID:471,CHEMBL337309,C15H12O7,Oc1cc2OC(c3ccc(c(c3)O)O)C(C(=O)c2c(c1)O)O,H0379
C0587,(+)-Taxifolin,CAS:480-18-2,CID:439533,CHEMBL66,C15H12O7,Oc1cc2O[C@H](c3ccc(c(c3)O)O)[C@H](C(=O)c2c(c1)O)O,H0379
C0199,Luteolin,CAS:491-70-3,CID:5280445,CHEMBL151,C15H10O6,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O,H0379
C0354,Quercitrin,CAS:522-12-3,CID:5280459,CHEMBL82242,C21H20O11,Oc1cc(O)c2c(c1)oc(c(c2=O)O[C@@H]1O[C@@H](C)[C@@H]([C@H]([C@H]1O)O)O)c1ccc(c(c1)O)O,H0379
C0156,Isoquercetin,CAS:482-35-9,CID:5280804,CHEMBL250450,C21H20O12,OC[C@H]1O[C@@H](Oc2c(oc3c(c2=O)c(O)cc(c3)O)c2ccc(c(c2)O)O)[C@@H]([C@H]([C@@H]1O)O)O,H0379
C0164,Kaempferol,CAS:520-18-3,CID:5280863,CHEMBL150,C15H10O6,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,H0379
C0133,Hyperoside,CAS:482-36-0,CID:5281643,CHEMBL251254,C21H20O12,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O)O,H0379
C0157,Isorhamnetin,CAS:480-19-3,CID:5281654,CHEMBL379064,C16H12O7,COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,H0379
C0229,Myricetin,CAS:529-44-2,CID:5281672,CHEMBL164,C15H10O8,C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,H0379
C0230,Myricitrin,CAS:17912-87-7,CID:5281673,CHEMBL522983,C21H20O12,CC1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C(=C4)O)O)O)O)O)O,H0379
C0935,Astragalin,CAS:480-10-4,CID:5282102,CHEMBL233930,C21H20O11,OC[C@H]1O[C@@H](Oc2c(oc3c(c2=O)c(O)cc(c3)O)c2ccc(cc2)O)[C@@H]([C@H]([C@@H]1O)O)O,H0379
C1231,Chlorogenic Acid,CAS:327-97-9,CID:1794427,CHEMBL284616,C16H18O9,C1C(C(C(CC1(C(=O)O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)O,H0379
C0262,Oleanolic_Acid,None,CID:10494,CHEMBL168,C30H48O3,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1)C)C(=O)O)C,H0379
C0285,Palmitic Acid,CAS:57-10-3,CID:985,CHEMBL82293,C16H32O2,CCCCCCCCCCCCCCCC(=O)O,H0113
C0420,Succinic Acid,CAS:110-15-6,CID:1110,CHEMBL576,C4H6O4,C(CC(=O)O)C(=O)O,H0113
C0233,(-)-Lobeline,CAS:90-69-7,CID:101616,CHEMBL122270,C22H27NO2,O[C@H](c1ccccc1)C[C@@H]1CCC[C@@H](N1C)CC(=O)c1ccccc1,H0113
C1248,Citropten,CAS:487-06-9,CID:2775,CHEMBL481049,C11H10O4,COc1cc(OC)c2c(c1)oc(=O)cc2,H0113
C0291,Paraben,None,CID:3702506,CHEMBL441343,C7H6O3,Oc1ccc(cc1)C(=O)O,H0113
C0914,Apigenin,CAS:520-36-5,CID:5280443,CHEMBL28,C15H10O5,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O,H0113
C0416,Stearic Acid,CAS:57-11-4,CID:5281,CHEMBL46403,C18H36O2,CCCCCCCCCCCCCCCCCC(=O)O,H0113
C0391,Scoparone,CAS:120-08-1,CID:8417,CHEMBL325864,C11H10O4,COC1=C(C=C2C(=C1)C=CC(=O)O2)OC,H0113
C1218,Carvacrol,CAS:499-75-2,CID:10364,CHEMBL281202,C10H14O,CC(c1ccc(c(c1)O)C)C,H0113
C0119,Hesperidin,CAS:520-26-3,CID:10621,CHEMBL449317,C28H34O15,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O,H0113
C0231,Myristic Acid,CAS:544-63-8,CID:11005,CHEMBL111077,C14H28O2,CCCCCCCCCCCCCC(=O)O,H0113
C1178,Beta-Sitosterol,None,CID:222284,CHEMBL221542,C29H50O,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,H0113
C0149,Isoferulic Acid,CAS:537-73-5,CID:736186,CHEMBL233295,C10H10O4,COC1=C(C=C(C=C1)C=CC(=O)O)O,H0113
C0352,Quercetin,CAS:117-39-5,CID:5280343,CHEMBL50,C15H10O7,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,H0113
C0199,Luteolin,CAS:491-70-3,CID:5280445,CHEMBL151,C15H10O6,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O,H0113
C1239,Chrysoeriol,CAS:491-71-4,CID:5280666,CHEMBL214321,C16H12O6,COc1cc(ccc1O)c1cc(=O)c2c(o1)cc(cc2O)O,H0113
C0026,Diosmetin,CAS:520-34-3,CID:5281612,CHEMBL90568,C16H12O6,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(cc2O)O,H0113
C0027,Diosmin,CAS:520-27-4,CID:5281613,CHEMBL231884,C28H32O15,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(cc2O)O[C@@H]1O[C@H](CO[C@@H]2O[C@@H](C)[C@@H]([C@H]([C@H]2O)O)O)[C@H]([C@@H]([C@H]1O)O)O,H0113
C0551,P-Hydroxybenzoic Acid,CAS:99-96-7,CID:135,CHEMBL441343,C7H6O3,[O-]C(=O)c1ccc(cc1)O,H0113
C0528,Alpha-Terpineol,None,CID:443162,CHEMBL447597,C10H18O,CC1=CCC(CC1)C(C)(C)O,H0113
C0709,2-Nonenal,None,CID:5283335,CHEMBL450072,C9H16O,CCCCCCC=CC=O,H0113
C0483,Vitexin,CAS:3681-93-4,CID:5280441,CHEMBL487417,C21H20O10,C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)C4C(C(C(C(O4)CO)O)O)O)O,H0278
C0464,Tryptanthrin,CAS:13220-57-0,CID:73549,CHEMBL306946,C15H8N2O2,C1=CC=C2C(=C1)C(=O)N3C4=CC=CC=C4C(=O)C3=N2,H0278
C0083,Formononetin,CAS:485-72-3,CID:5280378,CHEMBL242341,C16H12O4,COC1=CC=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)O,H0278
C0457,Tricin,CAS:520-32-1,CID:5281702,CHEMBL454320,C17H14O7,COC1=CC(=CC(=C1O)OC)C2=CC(=O)C3=C(C=C(C=C3O2)O)O,H0278
C1278,Daidzein,CAS:486-66-8,CID:5281708,CHEMBL8145,C15H10O4,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)O)O,H0278
C0242,Naringenin,CAS:480-41-1,CID:439246,CHEMBL9352,C15H12O5,Oc1ccc(cc1)[C@@H]1CC(=O)c2c(O1)cc(cc2O)O,H0278
C0090,Gallic Acid,CAS:149-91-7,CID:370,CHEMBL288114,C7H6O5,C1=C(C=C(C(=C1O)O)O)C(=O)O,H0278
C0459,Trigonelline,CAS:535-83-1,CID:5570,CHEMBL350675,C7H7NO2,C[n+]1cccc(c1)C(=O)[O-],H0278
C1180,Betulinic Acid,CAS:472-15-1,CID:64971,CHEMBL269277,C30H48O3,CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]1CC[C@H]3[C@@]([C@]1(C)CC2)(C)CC[C@@H]1[C@]3(C)CC[C@@H](C1(C)C)O)C(=O)O,H0278
C1188,Biochanin,CAS:491-80-5,CID:5280373,CHEMBL131921,C16H12O5,COc1ccc(cc1)c1coc2c(c1=O)c(O)cc(c2)O,H0278
C0444,Thiamine,None,CID:1130,CHEMBL1547,C12H17N4OS,OCCc1sc[n+](c1C)Cc1cnc([nH]c1=N)C,H0278
C1178,Beta-Sitosterol,None,CID:222284,CHEMBL221542,C29H50O,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,H0278
C1208,Calycosin,CAS:20575-57-9,CID:5280448,CHEMBL241608,C16H12O5,COc1ccc(cc1O)c1coc2c(c1=O)ccc(c2)O,H0278
C0153,Isoorientin,CAS:4261-42-1,CID:114776,CHEMBL239559,C21H20O11,C1=CC(=C(C=C1C2=CC(=O)C3=C(O2)C=C(C(=C3O)C4C(C(C(C(O4)CO)O)O)O)O)O)O,H0278
C0146,Isatin,CAS:91-56-5,CID:7054,CHEMBL326294,C8H5NO2,O=C1C(=O)Nc2c1cccc2,H0278
C0190,Linolenic Acid,CAS:463-40-1,CID:5280934,CHEMBL8739,C18H30O2,CCC=CCC=CCC=CCCCCCCCC(=O)O,H0278
C0141,Indigo,CAS:482-89-3,CID:5318432,CHEMBL599552,C16H10N2O2,O=C1c2ccccc2N/C/1=C\1/Nc2c(C1=O)cccc2,H0278
C0025,Dioscin,CAS:19057-60-4,CID:119245,CHEMBL507001,C45H72O16,OC[C@H]1O[C@@H](O[C@H]2CC[C@]3(C(=CC[C@@H]4[C@@H]3CC[C@]3([C@H]4C[C@H]4[C@@H]3[C@H](C)[C@]3(O4)CC[C@H](CO3)C)C)C2)C)[C@@H]([C@H]([C@@H]1O[C@@H]1O[C@@H](C)[C@@H]([C@H]([C@H]1O)O)O)O)O[C@@H]1O[C@@H](C)[C@@H]([C@H]([C@H]1O)O)O,H0278
C1177,Beta Carotene,None,CID:5280489,CHEMBL1293,C40H56,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC2=C(CCCC2(C)C)C)C)C,H0278
C0031,Disogenin,None,CID:99474,CHEMBL412437,C27H42O3,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CC=C6C5(CCC(C6)O)C)C)C)OC1,H0278
C0259,Octanol,CAS:111-87-5,CID:957,CHEMBL26215,C8H18O,CCCCCCCCO,H0093
C0249,Nobiletin,CAS:478-01-3,CID:72344,CHEMBL76447,C21H22O8,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C(=C3OC)OC)OC)OC)OC,H0093
C0188,Linalool,CAS:78-70-6,CID:6549,CHEMBL25306,C10H18O,CC(=CCCC(C)(C=C)O)C,H0093
C1245,Citral,CAS:5392-40-5,CID:638011,CHEMBL1080997,C10H16O,CC(=CCCC(=CC=O)C)C,H0093
C0408,Sinensetin,CAS:2306-27-6,CID:145659,CHEMBL226507,C20H20O7,COc1ccc(cc1OC)c1cc(=O)c2c(o1)cc(c(c2OC)OC)OC,H0093
C1247,Citronellol,CAS:106-22-9,CID:8842,CHEMBL395827,C10H20O,OCCC(CCC=C(C)C)C,H0093
C0066,Eupatilin,CAS:22368-21-4,CID:5273755,CHEMBL312750,C18H16O7,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C(=C3O)OC)O)OC,H0093
C0447,Thymol,CAS:89-83-8,CID:6989,CHEMBL29411,C10H14O,CC1=CC(=C(C=C1)C(C)C)O,H0093
C0190,Linolenic Acid,CAS:463-40-1,CID:5280934,CHEMBL8739,C18H30O2,CCC=CCC=CCC=CCCCCCCCC(=O)O,H0093
C0416,Stearic Acid,CAS:57-11-4,CID:5281,CHEMBL46403,C18H36O2,CCCCCCCCCCCCCCCCCC(=O)O,H0093
C0187,Limonin,None,CID:179651,CHEMBL517449,C26H30O8,CC1(C2CC(=O)C3(C(C24COC(=O)CC4O1)CCC5(C36C(O6)C(=O)OC5C7=COC=C7)C)C)C,H0093
C1218,Carvacrol,CAS:499-75-2,CID:10364,CHEMBL281202,C10H14O,CC(c1ccc(c(c1)O)C)C,H0093
C0243,Naringin,CAS:10236-47-2,CID:442428,CHEMBL451532,C27H32O14,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC=C(C=C5)O)O)CO)O)O)O)O)O,H0093
C0285,Palmitic Acid,CAS:57-10-3,CID:985,CHEMBL82293,C16H32O2,CCCCCCCCCCCCCCCC(=O)O,H0093
C0189,Linoleic Acid,CAS:60-33-3,CID:5280450,CHEMBL267476,C18H32O2,CCCCC/C=C\C/C=C\CCCCCCCC(=O)O,H0093
C0425,Tangeretin,CAS:481-53-8,CID:68077,CHEMBL73930,C20H20O7,COC1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C(=C3OC)OC)OC)OC,H0093
C0257,Obacunone,CAS:751-03-1,CID:119041,CHEMBL404140,C26H30O7,O=C1C=C[C@]2([C@H](C(O1)(C)C)CC(=O)[C@@]1([C@@H]2CC[C@@]2([C@]31O[C@@H]3C(=O)O[C@H]2c1ccoc1)C)C)C,H0093
C0263,Oleic Acid,CAS:112-80-1,CID:445639,CHEMBL8659,C18H34O2,CCCCCCCCC=CCCCCCCCC(=O)O,H0093
C0119,Hesperidin,CAS:520-26-3,CID:10621,CHEMBL449317,C28H34O15,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O,H0093
C0072,Farnesol,CAS:4602-84-0,CID:445070,CHEMBL25308,C15H26O,CC(=CCCC(=CCCC(=CCO)C)C)C,H0093
C0200,Lycopene,CAS:502-65-8,CID:446925,CHEMBL501174,C40H56,C/C(=C\C=C\C=C(\C=C\C=C(\C=C\C=C(\CCC=C(C)C)/C)/C)/C)/C=C/C=C(/C=C/C=C(/CCC=C(C)C)\C)\C,H0093
C1258,Coumaric Acid,CAS:25429-38-3,CID:637542,CHEMBL66879,C9H8O3,C1=CC(=CC=C1C=CC(=O)O)O,H0093
C0242,Naringenin,CAS:480-41-1,CID:439246,CHEMBL9352,C15H12O5,Oc1ccc(cc1)[C@@H]1CC(=O)c2c(O1)cc(cc2O)O,H0093
C0479,Vanillin,CAS:121-33-5,CID:1183,CHEMBL13883,C8H8O3,COC1=C(C=CC(=C1)C=O)O,H0093
C0333,Protocatechuic Acid,CAS:99-50-3,CID:72,CHEMBL37537,C7H6O4,C1=CC(=C(C=C1C(=O)O)O)O,H0093
C0291,Paraben,None,CID:3702506,CHEMBL441343,C7H6O3,Oc1ccc(cc1)C(=O)O,H0093
C0383,Salicylic Acid,CAS:69-72-7,CID:338,CHEMBL424,C7H6O3,C1=CC=C(C(=C1)C(=O)O)O,H0093
C0090,Gallic Acid,CAS:149-91-7,CID:370,CHEMBL288114,C7H6O5,C1=C(C=C(C(=C1O)O)O)C(=O)O,H0093
C0260,Octopamine,CAS:104-14-3,CID:4581,CHEMBL53929,C8H11NO2,C1=CC(=CC=C1C(CN)O)O,H0093
C0466,Tyramine,CAS:51-67-2,CID:5610,CHEMBL11608,C8H11NO,C1=CC(=CC=C1CCN)O,H0093
C0419,Styrene,CAS:100-42-5,CID:7501,CHEMBL285235,C8H8,C=CC1=CC=CC=C1,H0093
C0478,Vanillic Acid,CAS:121-34-6,CID:8468,CHEMBL120568,C8H8O4,COC1=C(C=CC(=C1)C(=O)O)O,H0093
C0087,(4-Prop-1-En-2-Ylcyclohexen-1-Yl)Methanol,CAS:536-59-4,CID:10819,CHEMBL444711,C10H16O,OCC1=CCC(CC1)C(=C)C,H0093
C0231,Myristic Acid,CAS:544-63-8,CID:11005,CHEMBL111077,C14H28O2,CCCCCCCCCCCCCC(=O)O,H0093
C0118,Hesperetin,CAS:520-33-2,CID:72281,CHEMBL399121,C16H14O6,COc1ccc(cc1O)[C@@H]1CC(=O)c2c(O1)cc(cc2O)O,H0093
C1209,Camphor,CAS:76-22-2,CID:159055,CHEMBL504760,C10H16O,O=C1C[C@@H]2C([C@@]1(C)CC2)(C)C,H0093
C1178,Beta-Sitosterol,None,CID:222284,CHEMBL221542,C29H50O,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,H0093
