Compound Id,Pref Name,CAS,Pubchem ID,Chembl ID,Formula,Smiles,Herb ID
C0263,Oleic Acid,CAS:112-80-1,CID:445639,CHEMBL8659,C18H34O2,CCCCCCCCC=CCCCCCCCC(=O)O,H0204
C0049,Ergosterol,CAS:57-87-4,CID:444679,CHEMBL1232562,C28H44O,CC(C)C(C)C=CC(C)C1CCC2C1(CCC3C2=CC=C4C3(CCC(C4)O)C)C,H0204
C0199,Luteolin,CAS:491-70-3,CID:5280445,CHEMBL151,C15H10O6,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O,H0204
C0416,Stearic Acid,CAS:57-11-4,CID:5281,CHEMBL46403,C18H36O2,CCCCCCCCCCCCCCCCCC(=O)O,H0204
C1236,Choline,CAS:62-49-7,CID:305,CHEMBL920,C5H14NO,OCC[N+](C)(C)C,H0204
C0459,Trigonelline,CAS:535-83-1,CID:5570,CHEMBL350675,C7H7NO2,C[n+]1cccc(c1)C(=O)[O-],H0204
C0227,Muscarine,CAS:300-54-9,CID:9308,CHEMBL12587,C9H20NO2,CC1C(CC(O1)C[N+](C)(C)C)O,H0204
C0537,Cannabidiol Acid,CAS:1244-58-2,CID:160570,CHEMBL498672,C22H30O4,CCCCCc1cc(O)c(c(c1C(=O)O)O)[C@@H]1C=C(C)CC[C@H]1C(=C)C,H0204
C0530,Cannabichromene,CAS:20675-51-8,CID:30219,CHEMBL422704,C21H30O2,CCCCCc1cc2OC(C)(CCC=C(C)C)C=Cc2c(c1)O,H0204
C0548,Alpha-Humulone,None,CID:5281520,CHEMBL251280,C15H24,CC1=CCC(C=CCC(=CCC1)C)(C)C,H0204
C1178,Beta-Sitosterol,None,CID:222284,CHEMBL221542,C29H50O,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,H1233
C0083,Formononetin,CAS:485-72-3,CID:5280378,CHEMBL242341,C16H12O4,COC1=CC=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)O,H1094
C0101,Genistein,CAS:446-72-0,CID:5280961,CHEMBL44,C15H10O5,C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O,H1094
C0337,Puerarin,CAS:3681-99-0,CID:5281807,CHEMBL486386,C21H20O9,OC[C@H]1O[C@H]([C@@H]([C@H]([C@@H]1O)O)O)c1c(O)ccc2c1occ(c2=O)c1ccc(cc1)O,H1094
C1279,Daidzin,CAS:552-66-9,CID:107971,CHEMBL486422,C21H20O9,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)OC4C(C(C(C(O4)CO)O)O)O)O,H1094
C1278,Daidzein,CAS:486-66-8,CID:5281708,CHEMBL8145,C15H10O4,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)O)O,H1094
C0391,Scoparone,CAS:120-08-1,CID:8417,CHEMBL325864,C11H10O4,COC1=C(C=C2C(=C1)C=CC(=O)O2)OC,H1094
C1260,Coumestrol,CAS:479-13-0,CID:5281707,CHEMBL30707,C15H8O5,C1=CC2=C(C=C1O)OC3=C2C(=O)OC4=C3C=CC(=C4)O,H1094
C0871,Allantoin,CAS:97-59-6,CID:204,CHEMBL593429,C4H6N4O3,OC(=N)NC1N=C(N=C1O)O,H1094
C0815,"5-Hydroxy-3-(4-Hydroxyphenyl)-7-[3,4,5-Trihydroxy-6-(Hydroxymethyl)Oxan-2-Yl]Oxychromen-4-One",None,CID:5284639,CHEMBL1364260,C21H20O10,C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)OC4C(C(C(C(O4)CO)O)O)O)O,H1094
C0266,Orcinol,CAS:504-15-4,CID:10436,CHEMBL110059,C7H8O2,Cc1cc(O)cc(c1)O,H1051
C0927,Ascorbate,None,CID:54670067,CHEMBL196,C6H8O6,OC[C@@H]([C@H]1OC(=O)C(=C1O)O)O,H1051
C0285,Palmitic Acid,CAS:57-10-3,CID:985,CHEMBL82293,C16H32O2,CCCCCCCCCCCCCCCC(=O)O,H1051
C0354,Quercitrin,CAS:522-12-3,CID:5280459,CHEMBL82242,C21H20O11,Oc1cc(O)c2c(c1)oc(c(c2=O)O[C@@H]1O[C@@H](C)[C@@H]([C@H]([C@H]1O)O)O)c1ccc(c(c1)O)O,H1051
C0352,Quercetin,CAS:117-39-5,CID:5280343,CHEMBL50,C15H10O7,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,H1051
C0897,Anacardic Acid,None,CID:167551,CHEMBL33778,C22H36O3,CCCCCCCCCCCCCCCc1cccc(c1C(=O)O)O,H1051
C0478,Vanillic Acid,CAS:121-34-6,CID:8468,CHEMBL120568,C8H8O4,COC1=C(C=CC(=C1)C(=O)O)O,H1051
C0457,Tricin,CAS:520-32-1,CID:5281702,CHEMBL454320,C17H14O7,COC1=CC(=CC(=C1O)OC)C2=CC(=O)C3=C(C=C(C=C3O2)O)O,H1051
C1239,Chrysoeriol,CAS:491-71-4,CID:5280666,CHEMBL214321,C16H12O6,COc1cc(ccc1O)c1cc(=O)c2c(o1)cc(cc2O)O,H1051
C0073,Ferulic Acid,CAS:1135-24-6,CID:445858,CHEMBL32749,C10H10O4,COc1cc(/C=C/C(=O)O)ccc1O,H1051
C0259,Octanol,CAS:111-87-5,CID:957,CHEMBL26215,C8H18O,CCCCCCCCO,H1051
C0240,Naphthalene,None,CID:931,CHEMBL16293,C10H8,C1=CC=C2C=CC=CC2=C1,H1051
C0014,Dibutyl Phthalate,CAS:84-74-2,CID:3026,CHEMBL272485,C16H22O4,CCCCOC(=O)c1ccccc1C(=O)OCCCC,H1051
C0263,Oleic Acid,CAS:112-80-1,CID:445639,CHEMBL8659,C18H34O2,CCCCCCCCC=CCCCCCCCC(=O)O,H1051
C0333,Protocatechuic Acid,CAS:99-50-3,CID:72,CHEMBL37537,C7H6O4,C1=CC(=C(C=C1C(=O)O)O)O,H1051
C0026,Diosmetin,CAS:520-34-3,CID:5281612,CHEMBL90568,C16H12O6,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(cc2O)O,H1051
C0164,Kaempferol,CAS:520-18-3,CID:5280863,CHEMBL150,C15H10O6,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,H1051
C0046,Epigallocatechin,CAS:970-74-1,CID:72277,CHEMBL47386,C15H14O7,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)O,H1051
C0291,Paraben,None,CID:3702506,CHEMBL441343,C7H6O3,Oc1ccc(cc1)C(=O)O,H1051
C0298,Phenanthrene,None,CID:995,CHEMBL46730,C14H10,c1ccc2c(c1)c1ccccc1cc2,H1051
C1258,Coumaric Acid,CAS:25429-38-3,CID:637542,CHEMBL66879,C9H8O3,C1=CC(=CC=C1C=CC(=O)O)O,H1051
C0455,Trans-Phytol,CAS:150-86-7,CID:5280435,CHEMBL1644111,C20H40O,CC(C)CCCC(C)CCCC(C)CCCC(=CCO)C,H1051
C0258,Octanoic Acid,None,CID:379,CHEMBL324846,C8H16O2,CCCCCCCC(=O)O,H1051
C1203,Caffeic Acid,CAS:331-39-5,CID:689043,CHEMBL145,C9H8O4,C1=CC(=C(C=C1C=CC(=O)O)O)O,H1051
C0905,Anethole,CAS:104-46-1,CID:637563,CHEMBL452630,C10H12O,CC=CC1=CC=C(C=C1)OC,H1051
C0079,Fluoranthene,None,CID:9154,CHEMBL355014,C16H10,C1=CC=C2C(=C1)C3=CC=CC4=C3C2=CC=C4,H1051
C0914,Apigenin,CAS:520-36-5,CID:5280443,CHEMBL28,C15H10O5,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O,H1051
C0064,Eugenol,CAS:97-53-0,CID:3314,CHEMBL42710,C10H12O2,COC1=C(C=CC(=C1)CC=C)O,H1051
C0072,Farnesol,CAS:4602-84-0,CID:445070,CHEMBL25308,C15H26O,CC(=CCCC(=CCCC(=CCO)C)C)C,H1051
C0229,Myricetin,CAS:529-44-2,CID:5281672,CHEMBL164,C15H10O8,C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,H1051
C0343,Pyrene,None,CID:31423,CHEMBL279564,C16H10,C1=CC2=C3C(=C1)C=CC4=CC=CC(=C43)C=C2,H1051
C0231,Myristic Acid,CAS:544-63-8,CID:11005,CHEMBL111077,C14H28O2,CCCCCCCCCCCCCC(=O)O,H1051
C0399,Sesamin,CAS:607-80-7,CID:72307,CHEMBL252915,C20H18O6,C1C2C(COC2C3=CC4=C(C=C3)OCO4)C(O1)C5=CC6=C(C=C5)OCO6,H1051
C0447,Thymol,CAS:89-83-8,CID:6989,CHEMBL29411,C10H14O,CC1=CC(=C(C=C1)C(C)C)O,H1051
C0377,Rutin,CAS:153-18-4,CID:5280805,CHEMBL226335,C27H30O16,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O,H1051
C0219,Methyleugenol,CAS:93-15-2,CID:7127,CHEMBL108861,C11H14O2,C=CCc1ccc(c(c1)OC)OC,H1051
C0095,Gamolenic Acid,CAS:506-26-3,CID:5280933,CHEMBL464982,C18H30O2,CCCCCC=CCC=CCC=CCCCCC(=O)O,H1051
C0190,Linolenic Acid,CAS:463-40-1,CID:5280934,CHEMBL8739,C18H30O2,CCC=CCC=CCC=CCCCCCCCC(=O)O,H1051
C0891,Amentoflavone,CAS:1617-53-4,CID:5281600,CHEMBL63354,C30H18O10,Oc1ccc(cc1)c1cc(=O)c2c(o1)c(c(cc2O)O)c1cc(ccc1O)c1cc(=O)c2c(o1)cc(cc2O)O,H1051
C0283,Paeonol,CAS:552-41-0,CID:11092,CHEMBL1079227,C9H10O3,CC(=O)C1=C(C=C(C=C1)OC)O,H1051
C1178,Beta-Sitosterol,None,CID:222284,CHEMBL221542,C29H50O,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,H1051
C1231,Chlorogenic Acid,CAS:327-97-9,CID:1794427,CHEMBL284616,C16H18O9,C1C(C(C(CC1(C(=O)O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)O,H1051
C0157,Isorhamnetin,CAS:480-19-3,CID:5281654,CHEMBL379064,C16H12O7,COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,H1051
C1242,Cinnamaldehyde,CAS:104-55-2,CID:637511,CHEMBL293492,C9H8O,C1=CC=C(C=C1)C=CC=O,H1051
C0287,Palmitoleic Acid,CAS:373-49-9,CID:445638,CHEMBL453509,C16H30O2,CCCCCC/C=C\CCCCCCCC(=O)O,H1051
C0344,Pyridine,None,CID:1049,CHEMBL266158,C5H5N,c1cccnc1,H1051
C0189,Linoleic Acid,CAS:60-33-3,CID:5280450,CHEMBL267476,C18H32O2,CCCCC/C=C\C/C=C\CCCCCCCC(=O)O,H1051
C1209,Camphor,CAS:76-22-2,CID:159055,CHEMBL504760,C10H16O,O=C1C[C@@H]2C([C@@]1(C)CC2)(C)C,H1051
C0199,Luteolin,CAS:491-70-3,CID:5280445,CHEMBL151,C15H10O6,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O,H1051
C0300,Phenol,None,CID:996,CHEMBL14060,C6H6O,Oc1ccccc1,H1051
C1200,Butyl Alcohol,CAS:71-36-3,CID:263,CHEMBL14245,C4H10O,CCCCO,H1051
C0416,Stearic Acid,CAS:57-11-4,CID:5281,CHEMBL46403,C18H36O2,CCCCCCCCCCCCCCCCCC(=O)O,H1051
C0510,Phenylethyl Alcohol,CAS:60-12-8,CID:6054,CHEMBL448500,C8H10O,OCCc1ccccc1,H1051
C0497,Ginkgetin,CAS:481-46-9,CID:5271805,CHEMBL377324,C32H22O10,COc1ccc(cc1c1c(O)cc(c2c1oc(cc2=O)c1ccc(cc1)O)O)c1cc(=O)c2c(o1)cc(cc2O)OC,H1051
C0749,Stigmasterol,CAS:83-48-7,CID:5281330,CHEMBL400247,C29H48O,CC[C@H](C(C)C)/C=C/[C@H]([C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CC=C2[C@]1(C)CC[C@@H](C2)O)C,H1051
C0787,Anacardic Acid,None,CID:5388781,CHEMBL464925,C22H30O3,C=CC/C=C/C/C=C/CCCCCCCc1cccc(c1C(=O)[O-])O,H1051
C0793,Ginkgolide B,None,CID:6324617,CHEMBL514432,C20H24O10,O=C1O[C@@H]2[C@@]([C@@H]1C)(O)[C@@]13[C@]4([C@H]2O)[C@H](OC3=O)C[C@H]([C@@]24[C@H](O1)OC(=O)[C@@H]2O)C(C)(C)C,H1051
C0816,Ginkgolide J,None,CID:11154476,None,C20H24O10,O=C1O[C@@H]2[C@@]([C@@H]1C)(O)[C@@]13[C@]4(C2)[C@H](OC3=O)[C@@H]([C@H]([C@@]24[C@H](O1)OC(=O)[C@@H]2O)C(C)(C)C)O,H1051
C0809,Ginkgolide C,None,CID:9867869,None,C20H24O11,O=C1O[C@@H]2[C@@]([C@@H]1C)(O)[C@@]13[C@]4([C@H]2O)[C@H](OC3=O)[C@@H]([C@H]([C@@]24[C@H](O1)OC(=O)[C@@H]2O)C(C)(C)C)O,H1051
C1241,Cianidanol,None,CID:9064,CHEMBL311498,C15H14O6,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,H1051
C0091,Gallocatechin,CAS:970-73-0,CID:65084,CHEMBL125743,C15H14O7,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)O,H1051
C1187,Bilobetin,CAS:521-32-4,CID:5315459,CHEMBL378188,C31H20O10,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O)C4=C(C=C(C5=C4OC(=CC5=O)C6=CC=C(C=C6)O)O)O,H1051
C0516,Sciadopitisin,None,CID:5281696,CHEMBL208908,C33H24O10,COC1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)C4=C(C=CC(=C4)C5=CC(=O)C6=C(C=C(C=C6O5)OC)O)OC,H1051
C0528,Alpha-Terpineol,None,CID:443162,CHEMBL447597,C10H18O,CC1=CCC(CC1)C(C)(C)O,H1051
C0709,2-Nonenal,None,CID:5283335,CHEMBL450072,C9H16O,CCCCCCC=CC=O,H1051
C0670,Menthol,CAS:1490-04-6,CID:165675,CHEMBL2106989,C10H20O,C[C@H]1CC[C@@H]([C@H](C1)O)C(C)C,H0055
C0041,Emodin,CAS:518-82-1,CID:3220,CHEMBL289277,C15H10O5,CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3O)O,H0928
C0397,Serotonin,CAS:50-67-9,CID:5202,CHEMBL39,C10H12N2O,NCCc1c[nH]c2c1cc(O)cc2,H0928
C0377,Rutin,CAS:153-18-4,CID:5280805,CHEMBL226335,C27H30O16,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O,H0928
C0881,Aloe-Emodin,None,CID:10207,CHEMBL40275,C15H10O5,C1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3O)CO,H0928
C0306,Physcion,CAS:521-61-9,CID:10639,CHEMBL42624,C16H12O5,COc1cc(O)c2c(c1)C(=O)c1c(C2=O)c(O)cc(c1)C,H0928
C1240,Chrysophanol,CAS:481-74-3,CID:10208,CHEMBL41092,C15H10O4,Cc1cc(O)c2c(c1)C(=O)c1c(C2=O)c(O)ccc1,H0928
C0369,Rhein,CAS:478-43-3,CID:10168,CHEMBL418068,C15H8O6,C1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3O)C(=O)O,H0928
C0090,Gallic Acid,CAS:149-91-7,CID:370,CHEMBL288114,C7H6O5,C1=C(C=C(C(=C1O)O)O)C(=O)O,H0928
C0045,Epicatechin Gallate,CAS:1257-08-5,CID:107905,CHEMBL36327,C22H18O10,Oc1cc(O)c2c(c1)O[C@@H]([C@@H](C2)OC(=O)c1cc(O)c(c(c1)O)O)c1ccc(c(c1)O)O,H0928
C1220,Catechin,None,CID:1203,CHEMBL206452,C15H14O6,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,H0928
C0356,Quinalizarin,CAS:81-61-8,CID:5004,CHEMBL29898,C14H8O6,Oc1c(O)ccc2c1C(=O)c1c(C2=O)c(O)ccc1O,H0928
C0339,Purpurin,CAS:81-54-9,CID:6683,CHEMBL294264,C14H8O5,Oc1c(O)cc(c2c1C(=O)c1ccccc1C2=O)O,H0928
C0912,Anthraquinone,CAS:84-65-1,CID:6780,CHEMBL55659,C14H8O2,O=C1c2ccccc2C(=O)c2c1cccc2,H0928
C0119,Hesperidin,CAS:520-26-3,CID:10621,CHEMBL449317,C28H34O15,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O,H0928
C0110,Glycyrrhizin,CAS:103000-77-7,CID:14982,CHEMBL441687,C42H62O16,CC1(C2CCC3(C(C2(CCC1OC4C(C(C(C(O4)C(=O)O)O)O)OC5C(C(C(C(O5)C(=O)O)O)O)O)C)C(=O)C=C6C3(CCC7(C6CC(CC7)(C)C(=O)O)C)C)C)C,H0928
C1125,Baicalin,CAS:21967-41-9,CID:64982,CHEMBL485818,C21H18O11,OC(=O)[C@H]1O[C@@H](Oc2cc3oc(cc(=O)c3c(c2O)O)c2ccccc2)[C@@H]([C@H]([C@@H]1O)O)O,H0928
C0114,(-)-Epicatechin,None,CID:72276,CHEMBL583912,C15H14O6,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,H0928
C0203,Magnolol,CAS:528-43-8,CID:72300,CHEMBL180920,C18H18O2,C=CCc1ccc(c(c1)c1cc(CC=C)ccc1O)O,H0928
C0126,Honokiol,CAS:35354-74-6,CID:72303,CHEMBL16901,C18H18O2,C=CCC1=CC(=C(C=C1)O)C2=CC(=C(C=C2)O)CC=C,H0928
C0243,Naringin,CAS:10236-47-2,CID:442428,CHEMBL451532,C27H32O14,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC=C(C=C5)O)O)CO)O)O)O)O)O,H0928
C1243,Cinnamic Acid,CAS:621-82-9,CID:444539,CHEMBL27246,C9H8O2,C1=CC=C(C=C1)C=CC(=O)O,H0928
C0363,Resveratrol,CAS:501-36-0,CID:445154,CHEMBL165,C14H12O3,C1=CC(=CC=C1C=CC2=CC(=CC(=C2)O)O)O,H0928
C0073,Ferulic Acid,CAS:1135-24-6,CID:445858,CHEMBL32749,C10H10O4,COc1cc(/C=C/C(=O)O)ccc1O,H0928
C0308,Piceatannol,CAS:10083-24-6,CID:667639,CHEMBL69863,C14H12O4,Oc1cc(/C=C/c2ccc(c(c2)O)O)cc(c1)O,H0928
C1203,Caffeic Acid,CAS:331-39-5,CID:689043,CHEMBL145,C9H8O4,C1=CC(=C(C=C1C=CC(=O)O)O)O,H0928
C1114,Baicalein,CAS:491-67-8,CID:5281605,CHEMBL8260,C15H10O5,C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C(=C3O)O)O,H0928
C0364,Resveratrol 4'-Methyl Ether,CAS:33626-08-3,CID:6255462,CHEMBL291501,C15H14O3,COc1ccc(cc1)/C=C/c1cc(O)cc(c1)O,H0928
C1241,Cianidanol,None,CID:9064,CHEMBL311498,C15H14O6,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,H0928
C0423,Syringin,CAS:118-34-3,CID:5316860,CHEMBL250872,C17H24O9,OC/C=C/c1cc(OC)c(c(c1)OC)O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O,H0361
C0159,Isovitexin,CAS:38953-85-4,CID:162350,CHEMBL465360,C21H20O10,C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C=C(C(=C3O)C4C(C(C(C(O4)CO)O)O)O)O)O,H0361
C1179,Betulin,CAS:473-98-3,CID:72326,CHEMBL23236,C30H50O2,OC[C@@]12CC[C@H]([C@@H]2[C@@H]2[C@](CC1)(C)[C@]1(C)CC[C@@H]3[C@]([C@H]1CC2)(C)CC[C@@H](C3(C)C)O)C(=C)C,H0361
C0483,Vitexin,CAS:3681-93-4,CID:5280441,CHEMBL487417,C21H20O10,C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)C4C(C(C(C(O4)CO)O)O)O)O,H0361
C0114,(-)-Epicatechin,None,CID:72276,CHEMBL583912,C15H14O6,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,H0361
C0476,Ursolic Acid,CAS:77-52-1,CID:64945,CHEMBL169,C30H48O3,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1C)C)C(=O)O,H0361
C0046,Epigallocatechin,CAS:970-74-1,CID:72277,CHEMBL47386,C15H14O7,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)O,H0361
C1180,Betulinic Acid,CAS:472-15-1,CID:64971,CHEMBL269277,C30H48O3,CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]1CC[C@H]3[C@@]([C@]1(C)CC2)(C)CC[C@@H]1[C@]3(C)CC[C@@H](C1(C)C)O)C(=O)O,H0361
C0513,Squalene,CAS:111-02-4,CID:638072,CHEMBL458402,C30H50,C/C(=CCC/C=C(/CC/C=C(/CCC=C(C)C)C)C)/CC/C=C(/CCC=C(C)C)C,H0361
C1241,Cianidanol,None,CID:9064,CHEMBL311498,C15H14O6,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,H0361
C0262,Oleanolic_Acid,None,CID:10494,CHEMBL168,C30H48O3,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1)C)C(=O)O)C,H0361
C0064,Eugenol,CAS:97-53-0,CID:3314,CHEMBL42710,C10H12O2,COC1=C(C=CC(=C1)CC=C)O,H0993
C0046,Epigallocatechin,CAS:970-74-1,CID:72277,CHEMBL47386,C15H14O7,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)O,H0342
C0114,(-)-Epicatechin,None,CID:72276,CHEMBL583912,C15H14O6,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,H0342
C0420,Succinic Acid,CAS:110-15-6,CID:1110,CHEMBL576,C4H6O4,C(CC(=O)O)C(=O)O,H0342
C1231,Chlorogenic Acid,CAS:327-97-9,CID:1794427,CHEMBL284616,C16H18O9,C1C(C(C(CC1(C(=O)O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)O,H0342
C0133,Hyperoside,CAS:482-36-0,CID:5281643,CHEMBL251254,C21H20O12,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O)O,H0342
C0291,Paraben,None,CID:3702506,CHEMBL441343,C7H6O3,Oc1ccc(cc1)C(=O)O,H0342
C0039,Ellagic Acid,CAS:476-66-4,CID:5281855,CHEMBL6246,C14H6O8,C1=C2C3=C(C(=C1O)O)OC(=O)C4=CC(=C(C(=C43)OC2=O)O)O,H0342
C0502,"1,2,3,4,6-Penta-O-Galloyl-D-Glucopyranose",None,CID:9876301,CHEMBL206710,C41H32O26,O=C(c1cc(O)c(c(c1)O)O)O[C@H]1O[C@H](COC(=O)c2cc(O)c(c(c2)O)O)[C@H]([C@@H]([C@H]1OC(=O)c1cc(O)c(c(c1)O)O)OC(=O)c1cc(O)c(c(c1)O)O)OC(=O)c1cc(O)c(c(c1)O)O,H0342
C0526,Geraniin,CAS:81905-83-1,CID:3001497,CHEMBL506069,C41H28O27,O=C(c1cc(O)c(c(c1)O)O)O[C@@H]1O[C@@H]2COC(=O)c3cc(O)c(c(c3c3c(C(=O)O[C@@H]4[C@H]1OC(=O)c1cc(O)c(c5c1[C@@H]1C(=CC(=O)[C@](O5)(C1(O)O)O)C(=O)O[C@H]24)O)cc(O)c(c3O)O)O)O,H0342
C1241,Cianidanol,None,CID:9064,CHEMBL311498,C15H14O6,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,H0342
C0752,"(1R,9S)-4,11,11-Trimethyl-8-Methylenebicyclo[7.2.0]Undec-4-Ene,Caryophellene,?-Caryophyllene",None,CID:5281515,CHEMBL445740,C15H24,CC1=CCCC(=C)C2CC(C2CC1)(C)C,H0342
C0856,Acetylshikonin,CAS:24502-78-1,CID:479501,CHEMBL403516,C18H18O6,CC(=O)O[C@@H](C1=CC(=O)c2c(C1=O)c(O)ccc2O)CC=C(C)C,H0673
C0401,Shikonin,CAS:517-89-5,CID:479503,CHEMBL9470,C16H16O5,CC(=CC[C@H](C1=CC(=O)c2c(C1=O)c(O)ccc2O)O)C,H0673
C0374,Rosmarinic Acid,CAS:20283-92-5,CID:5281792,CHEMBL324842,C18H16O8,C1=CC(=C(C=C1CC(C(=O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)O,H0673
C0285,Palmitic Acid,CAS:57-10-3,CID:985,CHEMBL82293,C16H32O2,CCCCCCCCCCCCCCCC(=O)O,H0673
C0298,Phenanthrene,None,CID:995,CHEMBL46730,C14H10,c1ccc2c(c1)c1ccccc1cc2,H0673
C0064,Eugenol,CAS:97-53-0,CID:3314,CHEMBL42710,C10H12O2,COC1=C(C=CC(=C1)CC=C)O,H0673
C0219,Methyleugenol,CAS:93-15-2,CID:7127,CHEMBL108861,C11H14O2,C=CCc1ccc(c(c1)OC)OC,H0673
C0283,Paeonol,CAS:552-41-0,CID:11092,CHEMBL1079227,C9H10O3,CC(=O)C1=C(C=C(C=C1)OC)O,H0673
C1209,Camphor,CAS:76-22-2,CID:159055,CHEMBL504760,C10H16O,O=C1C[C@@H]2C([C@@]1(C)CC2)(C)C,H0673
C1242,Cinnamaldehyde,CAS:104-55-2,CID:637511,CHEMBL293492,C9H8O,C1=CC=C(C=C1)C=CC=O,H0673
C0905,Anethole,CAS:104-46-1,CID:637563,CHEMBL452630,C10H12O,CC=CC1=CC=C(C=C1)OC,H0673
C0511,Alkannin,CAS:23444-65-7,CID:72521,CHEMBL28457,C16H16O5,CC(=CC[C@@H](C1=CC(=O)c2c(C1=O)c(O)ccc2O)O)C,H0673
C0510,Phenylethyl Alcohol,CAS:60-12-8,CID:6054,CHEMBL448500,C8H10O,OCCc1ccccc1,H0673
C0771,"4,7,7-Trimethylbicyclo[2.2.1]Heptan-3-One",None,CID:2537,CHEMBL15768,C10H16O,CC1(C2CCC1(C(=O)C2)C)C,H0673
C0285,Palmitic Acid,CAS:57-10-3,CID:985,CHEMBL82293,C16H32O2,CCCCCCCCCCCCCCCC(=O)O,H0292
C0191,Liothyronine,CAS:6893-02-3,CID:7048703,CHEMBL1544,C15H12I3NO4,OC(=O)[C@H](Cc1cc(I)c(c(c1)I)Oc1ccc(c(c1)I)O)N,H0292
C0094,Gamma-Aminobutyric Acid,CAS:56-12-2,CID:119,CHEMBL96,C4H9NO2,C(CC(=O)O)CN,H0292
C0182,Levothyroxine,CAS:51-48-9,CID:5819,CHEMBL1624,C15H11I4NO4,OC(=O)[C@H](Cc1cc(I)c(c(c1)I)Oc1cc(I)c(c(c1)I)O)N,H0292
